"","model_name","make_year","car_price","age"
"732","Ford Fusion",2015,9997,5
"733","Ford Fusion",2019,16924,1
"734","Ford Fusion",2013,5500,7
"735","Ford Fusion",2016,9988,4
"736","Ford Fusion",2018,12750,2
"737","Ford Fusion",2016,13000,4
"738","Ford Fusion",2015,11997,5
"739","Ford Fusion",2014,12888,6
"740","Ford Fusion",2018,12885,2
"741","Ford Fusion",2019,15990,1
"742","Ford Fusion",2015,12599,5
"743","Ford Fusion",2018,13995,2
"744","Ford Fusion",2019,14899,1
"745","Ford Fusion",2014,9994,6
"746","Ford Fusion",2019,16999,1
"747","Ford Fusion",2016,8990,4
"748","Ford Fusion",2014,8998,6
"749","Ford Fusion",2018,11837,2
"750","Ford Fusion",2014,9977,6
"751","Ford Fusion",2019,16000,1
"752","Ford Fusion",2010,4681,10
"753","Ford Fusion",2018,15993,2
"754","Ford Fusion",2014,7944,6
"755","Ford Fusion",2018,11759,2
"756","Ford Fusion",2018,10990,2
"757","Ford Fusion",2018,20000,2
"758","Ford Fusion",2017,17208,3
"759","Ford Fusion",2019,15652,1
"760","Ford Fusion",2017,14807,3
"761","Ford Fusion",2014,10200,6
"762","Ford Fusion",2018,11895,2
"763","Ford Fusion",2017,12925,3
"764","Ford Fusion",2011,6250,9
"765","Ford Fusion",2019,13999,1
"766","Ford Fusion",2019,15388,1
"767","Ford Fusion",2020,20994,0
"768","Ford Fusion",2015,8490,5
"769","Ford Fusion",2013,13590,7
"770","Ford Fusion",2020,18374,0
"771","Ford Fusion",2010,7549,10
"772","Ford Fusion",2016,9967,4
"773","Ford Fusion",2015,9988,5
"774","Ford Fusion",2013,8988,7
"775","Ford Fusion",2017,12790,3
"776","Ford Fusion",2019,15841,1
"777","Ford Fusion",2019,13891,1
"778","Ford Fusion",2017,12577,3
"779","Ford Fusion",2019,16588,1
"780","Ford Fusion",2012,7509,8
"781","Ford Fusion",2016,9495,4
"782","Ford Fusion",2012,7800,8
"783","Ford Fusion",2019,18000,1
"784","Ford Fusion",2019,14588,1
"785","Ford Fusion",2019,16400,1
"786","Ford Fusion",2019,14991,1
"787","Ford Fusion",2017,14933,3
"788","Ford Fusion",2019,16454,1
"789","Ford Fusion",2016,10899,4
"790","Ford Fusion",2016,12652,4
"791","Ford Fusion",2017,12295,3
"792","Ford Fusion",2016,11877,4
"793","Ford Fusion",2013,7950,7
"794","Ford Fusion",2016,9995,4
"795","Ford Fusion",2019,16969,1
"796","Ford Fusion",2012,7988,8
"797","Ford Fusion",2018,14737,2
"798","Ford Fusion",2019,15300,1
"799","Ford Fusion",2012,8399,8
"800","Ford Fusion",2017,10999,3
"801","Ford Fusion",2020,16552,0
"802","Ford Fusion",2013,9721,7
"803","Ford Fusion",2017,9997,3
"804","Ford Fusion",2014,7999,6
"805","Ford Fusion",2018,13226,2
"806","Ford Fusion",2017,12250,3
"807","Ford Fusion",2010,6499,10
"808","Ford Fusion",2015,13240,5
"809","Ford Fusion",2019,16892,1
"810","Ford Fusion",2017,10000,3
"811","Ford Fusion",2014,10991,6
"812","Ford Fusion",2017,16515,3
"813","Ford Fusion",2017,13500,3
"814","Ford Fusion",2016,12992,4
"815","Ford Fusion",2011,5996,9
"816","Ford Fusion",2013,11750,7
"817","Ford Fusion",2008,2900,12
"818","Ford Fusion",2016,9495,4
"819","Ford Fusion",2019,16795,1
"820","Ford Fusion",2017,12478,3
"821","Ford Fusion",2018,12495,2
"822","Ford Fusion",2015,8723,5
"823","Ford Fusion",2014,11589,6
"824","Ford Fusion",2020,18710,0
"825","Ford Fusion",2011,4999,9
"826","Ford Fusion",2016,13995,4
"827","Ford Fusion",2016,10571,4
"828","Ford Fusion",2019,12471,1
"829","Ford Fusion",2019,15495,1
"830","Ford Fusion",2019,17500,1
"831","Ford Fusion",2016,10399,4
"832","Ford Fusion",2017,11999,3
"833","Ford Fusion",2016,13450,4
"834","Ford Fusion",2017,9995,3
"835","Ford Fusion",2010,8900,10
"836","Ford Fusion",2019,18488,1
"837","Ford Fusion",2015,10995,5
"838","Ford Fusion",2019,16900,1
"839","Ford Fusion",2016,10950,4
"840","Ford Fusion",2008,3995,12
"841","Ford Fusion",2017,11331,3
"842","Ford Fusion",2019,11741,1
"843","Ford Fusion",2015,9888,5
"844","Ford Fusion",2012,8035,8
"845","Ford Fusion",2019,15800,1
"846","Ford Fusion",2014,11706,6
"847","Ford Fusion",2019,16000,1
"848","Ford Fusion",2016,11656,4
"849","Ford Fusion",2014,9888,6
"850","Ford Fusion",2019,16010,1
"851","Ford Fusion",2019,14900,1
"852","Ford Fusion",2015,10940,5
"853","Ford Fusion",2014,8495,6
"854","Ford Fusion",2017,10950,3
"855","Ford Fusion",2019,18300,1
"856","Ford Fusion",2019,18950,1
"857","Ford Fusion",2016,11998,4
"858","Ford Fusion",2019,22000,1
"859","Ford Fusion",2019,14000,1
"860","Ford Fusion",2019,12786,1
"861","Ford Fusion",2014,9950,6
"862","Ford Fusion",2019,17416,1
"863","Ford Fusion",2016,12850,4
"864","Ford Fusion",2019,15155,1
"865","Ford Fusion",2016,10300,4
"866","Ford Fusion",2017,18399,3
"867","Ford Fusion",2017,10800,3
"868","Ford Fusion",2010,4500,10
"869","Ford Fusion",2019,15785,1
"870","Ford Fusion",2019,15998,1
"871","Ford Fusion",2015,11995,5
"872","Ford Fusion",2019,14495,1
"873","Ford Fusion",2014,9595,6
"874","Ford Fusion",2017,9499,3
"875","Ford Fusion",2010,4971,10
"876","Ford Fusion",2019,16274,1
"877","Ford Fusion",2013,7400,7
"878","Ford Fusion",2017,12995,3
"879","Ford Fusion",2018,15584,2
"880","Ford Fusion",2013,9990,7
"881","Ford Fusion",2016,10500,4
"882","Ford Fusion",2012,8323,8
"883","Ford Fusion",2017,12631,3
"884","Ford Fusion",2017,15275,3
"885","Ford Fusion",2018,15000,2
"886","Ford Fusion",2010,9594,10
"887","Ford Fusion",2014,11101,6
"888","Ford Fusion",2016,9391,4
"889","Ford Fusion",2020,16995,0
"890","Ford Fusion",2015,8995,5
"891","Ford Fusion",2011,6770,9
"892","Ford Fusion",2019,13995,1
"893","Ford Fusion",2019,18166,1
"894","Ford Fusion",2019,11740,1
"895","Ford Fusion",2019,16550,1
"896","Ford Fusion",2019,16265,1
"897","Ford Fusion",2017,11895,3
"898","Ford Fusion",2019,16100,1
"899","Ford Fusion",2017,9000,3
"900","Ford Fusion",2020,13990,0
"901","Ford Fusion",2013,8887,7
"902","Ford Fusion",2017,15995,3
"903","Ford Fusion",2019,16689,1
"904","Ford Fusion",2015,9290,5
"905","Ford Fusion",2015,12500,5
"906","Ford Fusion",2014,10995,6
"907","Ford Fusion",2014,12550,6
"908","Ford Fusion",2017,12356,3
"909","Ford Fusion",2019,15521,1
"910","Ford Fusion",2012,6900,8
"911","Ford Fusion",2018,15955,2
"912","Ford Fusion",2017,13296,3
"913","Ford Fusion",2016,10688,4
"914","Ford Fusion",2010,5599,10
"915","Ford Fusion",2017,13000,3
"916","Ford Fusion",2020,21637,0
"917","Ford Fusion",2017,13996,3
"918","Ford Fusion",2011,4977,9
"919","Ford Fusion",2017,11982,3
"920","Ford Fusion",2013,8991,7
"921","Ford Fusion",2020,18238,0
"922","Ford Fusion",2014,10299,6
"923","Ford Fusion",2014,7950,6
"924","Ford Fusion",2015,8850,5
"925","Ford Fusion",2020,17999,0
"926","Ford Fusion",2018,15486,2
"927","Ford Fusion",2007,4395,13
"928","Ford Fusion",2018,12878,2
"929","Ford Fusion",2016,12628,4
"930","Ford Fusion",2018,19988,2
"931","Ford Fusion",2016,13244,4
"932","Ford Fusion",2006,4298,14
"933","Ford Fusion",2017,9998,3
"934","Ford Fusion",2019,19996,1
"935","Ford Fusion",2019,16485,1
"936","Ford Fusion",2016,14289,4
"937","Ford Fusion",2014,10995,6
"938","Ford Fusion",2012,8000,8
"939","Ford Fusion",2012,5995,8
"940","Ford Fusion",2013,8342,7
"941","Ford Fusion",2015,9995,5
"942","Ford Fusion",2011,7500,9
"943","Ford Fusion",2017,14901,3
"944","Ford Fusion",2017,12977,3
"945","Ford Fusion",2019,16788,1
"946","Ford Fusion",2016,13990,4
"947","Ford Fusion",2015,9995,5
"948","Ford Fusion",2019,16000,1
"949","Ford Fusion",2018,16495,2
"950","Ford Fusion",2018,14096,2
"951","Ford Fusion",2015,9980,5
"952","Ford Fusion",2019,15695,1
"953","Ford Fusion",2015,7499,5
"954","Ford Fusion",2015,9595,5
"955","Ford Fusion",2019,17995,1
"956","Ford Fusion",2013,10995,7
"957","Ford Fusion",2015,10497,5
"958","Ford Fusion",2017,14365,3
"959","Ford Fusion",2017,16769,3
"960","Ford Fusion",2018,15000,2
"961","Ford Fusion",2019,15900,1
"962","Ford Fusion",2015,9989,5
"963","Ford Fusion",2017,11600,3
"964","Ford Fusion",2018,14990,2
"965","Ford Fusion",2013,7995,7
"966","Ford Fusion",2017,11999,3
"967","Ford Fusion",2017,13997,3
"968","Ford Fusion",2017,13000,3
"969","Ford Fusion",2018,12700,2
"970","Ford Fusion",2015,10800,5
"971","Ford Fusion",2015,10488,5
"972","Ford Fusion",2015,10891,5
"973","Ford Fusion",2013,7988,7
"974","Ford Fusion",2012,4982,8
"975","Ford Fusion",2013,9383,7
"976","Ford Fusion",2015,10900,5
"977","Ford Fusion",2017,10068,3
"978","Ford Fusion",2011,8999,9
"979","Ford Fusion",2017,14050,3
"980","Ford Fusion",2019,16249,1
"981","Ford Fusion",2016,12900,4
"982","Ford Fusion",2020,16498,0
"983","Ford Fusion",2015,9995,5
"984","Ford Fusion",2007,3000,13
"985","Ford Fusion",2019,16995,1
"986","Ford Fusion",2013,9920,7
"987","Ford Fusion",2016,10500,4
"988","Ford Fusion",2018,14500,2
"989","Ford Fusion",2019,12998,1
"990","Ford Fusion",2017,12483,3
"991","Ford Fusion",2013,6990,7
"992","Ford Fusion",2019,14494,1
"993","Ford Fusion",2019,19000,1
"994","Ford Fusion",2019,15577,1
"995","Ford Fusion",2019,16500,1
"996","Ford Fusion",2019,15990,1
"997","Ford Fusion",2017,12998,3
"998","Ford Fusion",2019,13250,1
"999","Ford Fusion",2019,14998,1
"1000","Ford Fusion",2017,14000,3
"1001","Ford Fusion",2013,9450,7
"1002","Ford Fusion",2018,13400,2
"1003","Ford Fusion",2016,8999,4
"1004","Ford Fusion",2016,10998,4
"1005","Ford Fusion",2014,10208,6
"1006","Ford Fusion",2017,10995,3
"1007","Ford Fusion",2016,12315,4
"1008","Ford Fusion",2016,11765,4
"1009","Ford Fusion",2015,9788,5
"1010","Ford Fusion",2016,11900,4
"1011","Ford Fusion",2019,15975,1
"1012","Ford Fusion",2013,10000,7
"1013","Ford Fusion",2012,7717,8
"1014","Ford Fusion",2019,19319,1
"1015","Ford Fusion",2019,14531,1
"1016","Ford Fusion",2016,8988,4
"1017","Ford Fusion",2014,8411,6
"1018","Ford Fusion",2015,14990,5
"1019","Ford Fusion",2019,15000,1
"1020","Ford Fusion",2018,12995,2
"1021","Ford Fusion",2019,17995,1
"1022","Ford Fusion",2015,12900,5
"1023","Ford Fusion",2017,12980,3
"1024","Ford Fusion",2019,18659,1
"1025","Ford Fusion",2016,12000,4
"1026","Ford Fusion",2016,9995,4
"1027","Ford Fusion",2019,16688,1
"1028","Ford Fusion",2019,15990,1
"1029","Ford Fusion",2020,18999,0
"1030","Ford Fusion",2013,8864,7
"1031","Ford Fusion",2017,13619,3
"1032","Ford Fusion",2013,8548,7
"1033","Ford Fusion",2020,16800,0
"1034","Ford Fusion",2019,14732,1
"1035","Ford Fusion",2020,15300,0
"1036","Ford Fusion",2017,11748,3
"1037","Ford Fusion",2014,8999,6
"1038","Ford Fusion",2019,17894,1
"1039","Ford Fusion",2019,13800,1
"1040","Ford Fusion",2015,8999,5
"1041","Ford Fusion",2013,7995,7
"1042","Ford Fusion",2019,18900,1
"1043","Ford Fusion",2014,10987,6
"1044","Ford Fusion",2019,17980,1
"1045","Ford Fusion",2019,15400,1
"1046","Ford Fusion",2017,14599,3
"1047","Ford Fusion",2017,17230,3
"1048","Ford Fusion",2019,14887,1
"1049","Ford Fusion",2019,18264,1
"1050","Ford Fusion",2014,10304,6
"1051","Ford Fusion",2020,21999,0
"1052","Ford Fusion",2019,12188,1
"1053","Ford Fusion",2019,15977,1
"1054","Ford Fusion",2017,11967,3
"1055","Ford Fusion",2017,13047,3
"1056","Ford Fusion",2019,17400,1
"1057","Ford Fusion",2012,9347,8
"1058","Ford Fusion",2019,19280,1
"1059","Ford Fusion",2019,14999,1
"1060","Ford Fusion",2015,7500,5
"1061","Ford Fusion",2019,14798,1
"1062","Ford Fusion",2015,10950,5
"1063","Ford Fusion",2015,10641,5
"1064","Ford Fusion",2014,9998,6
"1065","Ford Fusion",2019,17322,1
"1066","Ford Fusion",2019,14988,1
"1067","Ford Fusion",2011,5995,9
"1068","Ford Fusion",2015,8990,5
"1069","Ford Fusion",2017,12990,3
"1070","Ford Fusion",2019,16900,1
"1071","Ford Fusion",2019,13950,1
"1072","Ford Fusion",2016,12990,4
"1073","Ford Fusion",2013,9200,7
"1074","Ford Fusion",2018,14890,2
"1075","Ford Fusion",2016,11895,4
"1076","Ford Fusion",2016,10495,4
"1077","Ford Fusion",2019,15950,1
"1078","Ford Fusion",2019,17000,1
"1079","Ford Fusion",2018,15888,2
"1080","Ford Fusion",2019,15245,1
"1081","Ford Fusion",2011,7950,9
"1082","Ford Fusion",2017,14953,3
"1083","Ford Fusion",2014,11995,6
"1084","Ford Fusion",2019,15588,1
"1085","Ford Fusion",2019,17979,1
"1086","Ford Fusion",2016,13000,4
"1087","Ford Fusion",2016,8590,4
"1088","Ford Fusion",2017,15975,3
"1089","Ford Fusion",2016,10169,4
"1090","Ford Fusion",2019,12866,1
"1091","Ford Fusion",2019,18131,1
"1092","Ford Fusion",2019,16538,1
"1093","Ford Fusion",2017,13500,3
"1094","Ford Fusion",2019,14994,1
"1095","Ford Fusion",2018,9500,2
"1096","Ford Fusion",2014,7944,6
"1097","Ford Fusion",2016,8998,4
"1098","Ford Fusion",2017,10695,3
"1099","Ford Fusion",2014,9999,6
"1100","Ford Fusion",2017,14999,3
"1101","Ford Fusion",2013,8499,7
"1102","Ford Fusion",2019,16785,1
"1103","Ford Fusion",2018,16999,2
"1104","Ford Fusion",2016,11999,4
"1105","Ford Fusion",2019,16988,1
"1106","Ford Fusion",2020,18969,0
"1107","Ford Fusion",2019,15878,1
"1108","Ford Fusion",2016,11099,4
"1109","Ford Fusion",2019,14950,1
"1110","Ford Fusion",2019,16988,1
"1111","Ford Fusion",2017,13457,3
"1112","Ford Fusion",2011,7500,9
"1113","Ford Fusion",2019,12998,1
"1114","Ford Fusion",2019,13995,1
"1115","Ford Fusion",2019,17400,1
"1116","Ford Fusion",2013,9499,7
"1117","Ford Fusion",2017,12988,3
"1118","Ford Fusion",2019,14999,1
"1119","Ford Fusion",2019,15950,1
"1120","Ford Fusion",2014,12600,6
"1121","Ford Fusion",2012,6941,8
"1122","Ford Fusion",2019,13484,1
"1123","Ford Fusion",2018,13876,2
"1124","Ford Fusion",2017,13228,3
"1125","Ford Fusion",2017,12500,3
"1126","Ford Fusion",2019,20988,1
"1127","Ford Fusion",2014,9425,6
"1128","Ford Fusion",2016,14459,4
"1129","Ford Fusion",2017,17395,3
"1130","Ford Fusion",2017,10995,3
"1131","Ford Fusion",2019,15750,1
"1132","Ford Fusion",2015,8920,5
"1133","Ford Fusion",2019,20990,1
"1134","Ford Fusion",2014,7995,6
"1135","Ford Fusion",2018,14498,2
"1136","Ford Fusion",2016,10991,4
"1137","Ford Fusion",2014,10597,6
"1138","Ford Fusion",2017,10988,3
"1139","Ford Fusion",2011,7900,9
"1140","Ford Fusion",2018,15994,2
"1141","Ford Fusion",2014,12990,6
"1142","Ford Fusion",2019,17072,1
"1143","Ford Fusion",2018,13435,2
"1144","Ford Fusion",2018,11598,2
"1145","Ford Fusion",2017,13656,3
"1146","Ford Fusion",2019,18700,1
"1147","Ford Fusion",2015,9752,5
"1148","Ford Fusion",2019,15992,1
"1149","Ford Fusion",2019,15775,1
"1150","Ford Fusion",2020,22888,0
"1151","Ford Fusion",2019,15874,1
"1152","Ford Fusion",2014,10999,6
"1153","Ford Fusion",2019,16000,1
"1154","Ford Fusion",2016,9995,4
"1155","Ford Fusion",2019,15988,1
"1156","Ford Fusion",2019,19127,1
"1157","Ford Fusion",2018,16985,2
"1158","Ford Fusion",2019,17795,1
"1159","Ford Fusion",2018,11400,2
"1160","Ford Fusion",2019,16995,1
"1161","Ford Fusion",2020,18398,0
"1162","Ford Fusion",2013,7499,7
"1163","Ford Fusion",2014,9350,6
"1164","Ford Fusion",2013,9724,7
"1165","Ford Fusion",2019,16996,1
"1166","Ford Fusion",2014,9495,6
"1167","Ford Fusion",2018,17000,2
"1168","Ford Fusion",2013,8699,7
"1169","Ford Fusion",2010,5000,10
"1170","Ford Fusion",2019,16527,1
"1171","Ford Fusion",2019,19571,1
"1172","Ford Fusion",2020,19000,0
"1173","Ford Fusion",2018,14900,2
"1174","Ford Fusion",2017,15985,3
"1175","Ford Fusion",2019,19631,1
"1176","Ford Fusion",2015,8991,5
"1177","Ford Fusion",2008,4995,12
"1178","Ford Fusion",2019,15999,1
"1179","Ford Fusion",2015,10000,5
"1180","Ford Fusion",2018,14911,2
"1181","Ford Fusion",2017,17788,3
"1182","Ford Fusion",2017,12793,3
"1183","Ford Fusion",2014,10990,6
"1184","Ford Fusion",2017,14912,3
"1185","Ford Fusion",2020,19980,0
"1186","Ford Fusion",2016,12991,4
"1187","Ford Fusion",2016,13562,4
"1188","Ford Fusion",2017,12995,3
"1189","Ford Fusion",2013,8099,7
"1190","Ford Fusion",2015,9899,5
"1191","Ford Fusion",2019,12933,1
"1192","Ford Fusion",2017,15995,3
"1193","Ford Fusion",2019,15985,1
"1194","Ford Fusion",2015,8995,5
"1195","Ford Fusion",2018,15990,2
"1196","Ford Fusion",2019,16360,1
"1197","Ford Fusion",2015,9295,5
"1198","Ford Fusion",2019,16129,1
"1199","Ford Fusion",2016,11243,4
"1200","Ford Fusion",2019,16438,1
"1201","Ford Fusion",2014,8498,6
"1202","Ford Fusion",2019,15498,1
"1203","Ford Fusion",2017,11599,3
"1204","Ford Fusion",2017,12900,3
"1205","Ford Fusion",2015,11695,5
"1206","Ford Fusion",2014,8500,6
"1207","Ford Fusion",2019,19190,1
"1208","Ford Fusion",2018,13990,2
"1209","Ford Fusion",2017,16705,3
"1210","Ford Fusion",2019,15499,1
"1211","Ford Fusion",2016,12500,4
"1212","Ford Fusion",2019,21950,1
"1213","Ford Fusion",2019,14550,1
"1214","Ford Fusion",2014,10999,6
"1215","Ford Fusion",2019,13995,1
"1216","Ford Fusion",2019,14800,1
"1217","Ford Fusion",2019,19500,1
"1218","Ford Fusion",2016,13289,4
"1219","Ford Fusion",2017,11778,3
"1220","Ford Fusion",2017,14536,3
"1221","Ford Fusion",2016,9500,4
"1222","Ford Fusion",2014,10999,6
"1223","Ford Fusion",2017,13099,3
"1224","Ford Fusion",2015,7900,5
"1225","Ford Fusion",2017,14227,3
"1226","Ford Fusion",2011,8321,9
"1227","Ford Fusion",2011,6594,9
"1228","Ford Fusion",2015,7999,5
"1229","Ford Fusion",2017,14553,3
"1230","Ford Fusion",2015,11800,5
"1231","Ford Fusion",2016,9260,4
"1232","Ford Fusion",2019,16887,1
"1233","Ford Fusion",2014,8990,6
"1234","Ford Fusion",2020,15889,0
"1235","Ford Fusion",2018,13990,2
"1236","Ford Fusion",2018,11980,2
"1237","Ford Fusion",2014,11000,6
"1238","Ford Fusion",2014,9999,6
"1239","Ford Fusion",2017,13394,3
"1240","Ford Fusion",2019,15633,1
"1241","Ford Fusion",2019,17090,1
"1242","Ford Fusion",2019,15987,1
"1243","Ford Fusion",2019,15900,1
"1244","Ford Fusion",2019,13248,1
"1245","Ford Fusion",2019,14999,1
"1246","Ford Fusion",2019,16995,1
"1247","Ford Fusion",2017,13899,3
"1248","Ford Fusion",2014,8122,6
"1249","Ford Fusion",2011,5995,9
"1250","Ford Fusion",2014,10945,6
"1251","Ford Fusion",2019,13999,1
"1252","Ford Fusion",2012,9500,8
"1253","Ford Fusion",2017,15629,3
"1254","Ford Fusion",2019,17500,1
"1255","Ford Fusion",2015,9999,5
"1256","Ford Fusion",2019,17000,1
"1257","Ford Fusion",2019,13999,1
"1258","Ford Fusion",2017,14000,3
"1259","Ford Fusion",2018,12528,2
"1260","Ford Fusion",2017,15900,3
"1261","Ford Fusion",2019,18800,1
"1262","Ford Fusion",2014,9995,6
"1263","Ford Fusion",2014,10995,6
"1264","Ford Fusion",2014,9995,6
"1265","Ford Fusion",2014,10995,6
"1266","Ford Fusion",2013,7999,7
"1267","Ford Fusion",2019,17954,1
"1268","Ford Fusion",2016,9500,4
"1269","Ford Fusion",2018,15980,2
"1270","Ford Fusion",2019,16993,1
"1271","Ford Fusion",2014,10995,6
"1272","Ford Fusion",2019,17538,1
"1273","Ford Fusion",2017,16830,3
"1274","Ford Fusion",2019,17000,1
"1275","Ford Fusion",2010,8999,10
"1276","Ford Fusion",2018,12754,2
"1277","Ford Fusion",2019,17788,1
"1278","Ford Fusion",2017,15987,3
"1279","Ford Fusion",2014,6700,6
"1280","Ford Fusion",2016,12496,4
"1281","Ford Fusion",2016,10520,4
"1282","Ford Fusion",2017,12450,3
"1283","Ford Fusion",2019,12588,1
"1284","Ford Fusion",2010,6984,10
"1285","Ford Fusion",2015,8997,5
"1286","Ford Fusion",2019,19987,1
"1287","Ford Fusion",2015,12499,5
"1288","Ford Fusion",2017,11300,3
"1289","Ford Fusion",2014,10526,6
"1290","Ford Fusion",2017,18500,3
"1291","Ford Fusion",2014,9000,6
"1292","Ford Fusion",2019,14885,1
"1293","Ford Fusion",2017,14995,3
"1294","Ford Fusion",2018,15285,2
"1295","Ford Fusion",2017,9995,3
"1296","Ford Fusion",2012,7200,8
"1297","Ford Fusion",2019,13999,1
"1298","Ford Fusion",2016,8999,4
"1299","Ford Fusion",2017,11995,3
"1300","Ford Fusion",2019,15499,1
"1301","Ford Fusion",2019,15488,1
"1302","Ford Fusion",2016,10982,4
"1303","Ford Fusion",2019,15841,1
"1304","Ford Fusion",2012,5995,8
"1305","Ford Fusion",2016,9999,4
"1306","Ford Fusion",2019,16407,1
"1307","Ford Fusion",2017,11299,3
"1308","Ford Fusion",2017,15600,3
"1309","Ford Fusion",2019,16587,1
"1310","Ford Fusion",2017,13990,3
"1311","Ford Fusion",2010,4990,10
"1312","Ford Fusion",2017,13799,3
"1313","Ford Fusion",2016,11999,4
"1314","Ford Fusion",2010,3997,10
"1315","Ford Fusion",2019,16460,1
"1316","Ford Fusion",2014,10833,6
"1317","Ford Fusion",2017,12999,3
"1318","Ford Fusion",2012,5995,8
"1319","Ford Fusion",2017,13995,3
"1320","Ford Fusion",2010,6250,10
"1321","Ford Fusion",2019,17387,1
"1322","Ford Fusion",2011,7499,9
"1323","Ford Fusion",2018,13882,2
"1324","Ford Fusion",2018,15530,2
"1325","Ford Fusion",2017,10495,3
"1326","Ford Fusion",2019,15717,1
"1327","Ford Fusion",2019,13499,1
"1328","Ford Fusion",2018,17473,2
"1329","Ford Fusion",2014,9995,6
"1330","Ford Fusion",2019,16700,1
"1331","Ford Fusion",2016,9998,4
"1332","Ford Fusion",2019,15247,1
"1333","Ford Fusion",2020,19588,0
"1334","Ford Fusion",2015,11499,5
"1335","Ford Fusion",2018,12970,2
"1336","Ford Fusion",2012,5981,8
"1337","Ford Fusion",2019,15750,1
"1338","Ford Fusion",2017,13995,3
"1339","Ford Fusion",2013,9995,7
"1340","Ford Fusion",2017,13995,3
"1341","Ford Fusion",2018,12590,2
"1342","Ford Fusion",2019,16000,1
"1343","Ford Fusion",2018,11500,2
"1344","Ford Fusion",2019,17999,1
"1345","Ford Fusion",2016,12973,4
"1346","Ford Fusion",2019,14980,1
"1347","Ford Fusion",2016,11590,4
"1348","Ford Fusion",2019,15311,1
"1349","Ford Fusion",2019,19992,1
"1350","Ford Fusion",2014,11797,6
"1351","Ford Fusion",2013,8488,7
"1352","Ford Fusion",2019,17500,1
"1353","Ford Fusion",2018,14935,2
"1354","Ford Fusion",2020,20988,0
"1355","Ford Fusion",2019,15787,1
"1356","Ford Fusion",2018,14999,2
"1357","Ford Fusion",2017,12400,3
"1358","Ford Fusion",2015,10995,5
"1359","Ford Fusion",2018,13344,2
"1360","Ford Fusion",2019,16985,1
"1361","Ford Fusion",2018,14188,2
"1362","Ford Fusion",2019,19499,1
"1363","Ford Fusion",2015,11317,5
"1364","Ford Fusion",2019,14384,1
"1365","Ford Fusion",2017,15925,3
"1366","Ford Fusion",2016,13635,4
"1367","Ford Fusion",2018,13496,2
"1368","Ford Fusion",2016,12990,4
"1369","Ford Fusion",2012,6750,8
"1370","Ford Fusion",2018,14499,2
"1371","Ford Fusion",2019,15000,1
"1372","Ford Fusion",2019,15000,1
"1373","Ford Fusion",2017,13715,3
"1374","Ford Fusion",2016,8995,4
"1375","Ford Fusion",2018,10897,2
"1376","Ford Fusion",2017,14925,3
"1377","Ford Fusion",2016,13993,4
"1378","Ford Fusion",2018,14713,2
"1379","Ford Fusion",2017,11829,3
"1380","Ford Fusion",2017,13699,3
"1381","Ford Fusion",2019,17492,1
"1382","Ford Fusion",2019,15999,1
"1383","Ford Fusion",2016,13981,4
"1384","Ford Fusion",2016,13981,4
"1385","Ford Fusion",2014,9555,6
"1386","Ford Fusion",2012,7991,8
"1387","Ford Fusion",2019,15277,1
"1388","Ford Fusion",2010,7999,10
"1389","Ford Fusion",2017,12242,3
"1390","Ford Fusion",2019,19991,1
"1391","Ford Fusion",2019,16991,1
"1392","Ford Fusion",2013,6891,7
"1393","Ford Fusion",2015,8999,5
"1394","Ford Fusion",2011,6999,9
"1395","Ford Fusion",2013,10281,7
"1396","Ford Fusion",2020,15981,0
"1397","Ford Fusion",2017,15495,3
"1398","Ford Fusion",2017,13821,3
"1399","Ford Fusion",2010,4995,10
"1400","Ford Fusion",2019,13900,1
"1401","Ford Fusion",2018,14691,2
"1402","Ford Fusion",2018,12995,2
"1403","Ford Fusion",2015,11200,5
"1404","Ford Fusion",2019,17998,1
"1405","Ford Fusion",2019,15796,1
"1406","Ford Fusion",2018,14593,2
"1407","Ford Fusion",2018,14500,2
"1408","Ford Fusion",2019,15750,1
"1409","Ford Fusion",2015,10488,5
"1410","Ford Fusion",2012,7535,8
"1411","Ford Fusion",2015,9990,5
"1412","Ford Fusion",2013,8500,7
"1413","Ford Fusion",2014,8995,6
"1414","Ford Fusion",2006,3995,14
"1415","Ford Fusion",2016,12496,4
"1416","Ford Fusion",2016,10995,4
"1417","Ford Fusion",2019,15096,1
"1418","Ford Fusion",2014,9811,6
"1419","Ford Fusion",2018,13424,2
"1420","Ford Fusion",2016,11988,4
"1421","Ford Fusion",2017,13888,3
"1422","Ford Fusion",2019,16380,1
"1423","Ford Fusion",2020,20995,0
"1424","Ford Fusion",2017,13550,3
"1425","Ford Fusion",2020,18500,0
"1426","Ford Fusion",2019,14296,1
"1427","Ford Fusion",2019,16899,1
"1428","Ford Fusion",2020,18994,0
"1429","Ford Fusion",2016,11495,4
"1430","Ford Fusion",2019,12663,1
"1431","Ford Fusion",2017,10998,3
"1432","Ford Fusion",2019,17888,1
"1433","Ford Fusion",2017,16656,3
"1434","Ford Fusion",2019,16700,1
"1435","Ford Fusion",2017,15391,3
"1436","Ford Fusion",2016,10998,4
"1437","Ford Fusion",2016,10441,4
"1438","Ford Fusion",2017,15999,3
"1439","Ford Fusion",2014,11000,6
"1440","Ford Fusion",2013,8499,7
"1441","Ford Fusion",2013,8855,7
"1442","Ford Fusion",2018,14971,2
"1443","Ford Fusion",2017,14395,3
