"","model_name","make_year","car_price","age"
"1444","Ford Fusion",2017,14395,3
"1445","Ford Fusion",2020,18990,0
"1446","Ford Fusion",2019,15599,1
"1447","Ford Fusion",2020,17296,0
"1448","Ford Fusion",2012,7990,8
"1449","Ford Fusion",2019,16000,1
"1450","Ford Fusion",2013,11595,7
"1451","Ford Fusion",2017,11495,3
"1452","Ford Fusion",2016,11391,4
"1453","Ford Fusion",2019,16988,1
"1454","Ford Fusion",2018,13450,2
"1455","Ford Fusion",2019,16721,1
"1456","Ford Fusion",2012,7400,8
"1457","Ford Fusion",2018,14592,2
"1458","Ford Fusion",2015,9495,5
"1459","Ford Fusion",2014,10618,6
"1460","Ford Fusion",2014,7995,6
"1461","Ford Fusion",2019,15250,1
"1462","Ford Fusion",2018,13978,2
"1463","Ford Fusion",2016,11900,4
"1464","Ford Fusion",2019,17630,1
"1465","Ford Fusion",2017,10991,3
"1466","Ford Fusion",2018,17688,2
"1467","Ford Fusion",2019,14995,1
"1468","Ford Fusion",2014,10585,6
"1469","Ford Fusion",2017,14756,3
"1470","Ford Fusion",2018,11788,2
"1471","Ford Fusion",2017,10995,3
"1472","Ford Fusion",2012,8399,8
"1473","Ford Fusion",2016,12988,4
"1474","Ford Fusion",2018,14495,2
"1475","Ford Fusion",2018,13500,2
"1476","Ford Fusion",2017,10500,3
"1477","Ford Fusion",2019,15900,1
"1478","Ford Fusion",2019,16480,1
"1479","Ford Fusion",2016,13219,4
"1480","Ford Fusion",2015,9999,5
"1481","Ford Fusion",2019,14290,1
"1482","Ford Fusion",2006,3490,14
"1483","Ford Fusion",2010,5495,10
"1484","Ford Fusion",2020,17944,0
"1485","Ford Fusion",2016,12656,4
"1486","Ford Fusion",2013,8000,7
"1487","Ford Fusion",2019,12200,1
"1488","Ford Fusion",2019,13500,1
"1489","Ford Fusion",2017,11589,3
"1490","Ford Fusion",2017,15300,3
"1491","Ford Fusion",2019,17940,1
"1492","Ford Fusion",2017,13760,3
"1493","Ford Fusion",2013,6950,7
"1494","Ford Fusion",2019,17000,1
"1495","Ford Fusion",2020,18650,0
"1496","Ford Fusion",2020,19459,0
"1497","Ford Fusion",2017,14590,3
"1498","Ford Fusion",2017,16850,3
"1499","Ford Fusion",2019,19259,1
"1500","Ford Fusion",2016,8990,4
"1501","Ford Fusion",2019,16595,1
"1502","Ford Fusion",2019,17610,1
"1503","Ford Fusion",2019,14555,1
"1504","Ford Fusion",2018,14788,2
"1505","Ford Fusion",2010,6857,10
"1506","Ford Fusion",2016,9656,4
"1507","Ford Fusion",2011,5500,9
"1508","Ford Fusion",2015,10875,5
"1509","Ford Fusion",2017,11899,3
"1510","Ford Fusion",2019,15743,1
"1511","Ford Fusion",2018,10995,2
"1512","Ford Fusion",2019,15750,1
"1513","Ford Fusion",2019,18490,1
"1514","Ford Fusion",2019,14449,1
"1515","Ford Fusion",2018,14491,2
"1516","Ford Fusion",2016,14330,4
"1517","Ford Fusion",2018,15288,2
"1518","Ford Fusion",2019,13748,1
"1519","Ford Fusion",2012,7923,8
"1520","Ford Fusion",2017,15000,3
"1521","Ford Fusion",2011,5423,9
"1522","Ford Fusion",2019,13795,1
"1523","Ford Fusion",2015,10471,5
"1524","Ford Fusion",2016,12495,4
"1525","Ford Fusion",2014,6995,6
"1526","Ford Fusion",2019,17999,1
"1527","Ford Fusion",2019,17497,1
"1528","Ford Fusion",2020,18899,0
"1529","Ford Fusion",2012,8250,8
"1530","Ford Fusion",2016,8995,4
"1531","Ford Fusion",2012,7874,8
"1532","Ford Fusion",2018,12595,2
"1533","Ford Fusion",2016,10295,4
"1534","Ford Fusion",2020,19590,0
"1535","Ford Fusion",2017,10991,3
"1536","Ford Fusion",2016,10897,4
"1537","Ford Fusion",2014,8495,6
"1538","Ford Fusion",2016,14555,4
"1539","Ford Fusion",2015,10649,5
"1540","Ford Fusion",2019,19266,1
"1541","Ford Fusion",2019,14950,1
"1542","Ford Fusion",2015,8699,5
"1543","Ford Fusion",2019,18200,1
"1544","Ford Fusion",2012,8999,8
"1545","Ford Fusion",2017,11000,3
"1546","Ford Fusion",2014,9242,6
"1547","Ford Fusion",2011,7777,9
"1548","Ford Fusion",2017,11561,3
"1549","Ford Fusion",2019,16841,1
"1550","Ford Fusion",2019,16988,1
"1551","Ford Fusion",2019,18199,1
"1552","Ford Fusion",2013,8975,7
"1553","Ford Fusion",2019,14995,1
"1554","Ford Fusion",2011,6900,9
"1555","Ford Fusion",2019,13890,1
"1556","Ford Fusion",2020,19028,0
"1557","Ford Fusion",2018,13488,2
"1558","Ford Fusion",2014,12000,6
"1559","Ford Fusion",2011,7490,9
"1560","Ford Fusion",2019,15957,1
"1561","Ford Fusion",2019,18796,1
"1562","Ford Fusion",2017,13999,3
"1563","Ford Fusion",2015,8550,5
"1564","Ford Fusion",2017,11695,3
"1565","Ford Fusion",2018,12994,2
"1566","Ford Fusion",2019,13177,1
"1567","Ford Fusion",2017,9600,3
"1568","Ford Fusion",2016,8991,4
"1569","Ford Fusion",2016,10500,4
"1570","Ford Fusion",2015,12950,5
"1571","Ford Fusion",2010,6995,10
"1572","Ford Fusion",2018,15995,2
"1573","Ford Fusion",2019,18462,1
"1574","Ford Fusion",2015,9489,5
"1575","Ford Fusion",2013,11495,7
"1576","Ford Fusion",2019,13998,1
"1577","Ford Fusion",2012,9000,8
"1578","Ford Fusion",2018,13900,2
"1579","Ford Fusion",2014,11990,6
"1580","Ford Fusion",2017,12600,3
"1581","Ford Fusion",2013,8000,7
"1582","Ford Fusion",2017,10991,3
"1583","Ford Fusion",2019,13900,1
"1584","Ford Fusion",2019,19800,1
"1585","Ford Fusion",2017,16000,3
"1586","Ford Fusion",2019,15800,1
"1587","Ford Fusion",2016,9995,4
"1588","Ford Fusion",2017,12055,3
"1589","Ford Fusion",2018,16273,2
"1590","Ford Fusion",2017,11995,3
"1591","Ford Fusion",2015,10995,5
"1592","Ford Fusion",2018,20895,2
"1593","Ford Fusion",2007,4995,13
"1594","Ford Fusion",2019,18789,1
"1595","Ford Fusion",2017,9500,3
"1596","Ford Fusion",2019,15500,1
"1597","Ford Fusion",2019,14894,1
"1598","Ford Fusion",2019,18888,1
"1599","Ford Fusion",2018,14699,2
"1600","Ford Fusion",2019,15500,1
"1601","Ford Fusion",2019,15950,1
"1602","Ford Fusion",2017,12996,3
"1603","Ford Fusion",2018,13788,2
"1604","Ford Fusion",2018,9999,2
"1605","Ford Fusion",2019,16700,1
"1606","Ford Fusion",2013,8495,7
"1607","Ford Fusion",2019,18493,1
"1608","Ford Fusion",2017,14950,3
"1609","Ford Fusion",2017,12000,3
"1610","Ford Fusion",2018,15461,2
"1611","Ford Fusion",2017,11799,3
"1612","Ford Fusion",2016,10657,4
"1613","Ford Fusion",2015,10998,5
"1614","Ford Fusion",2016,10850,4
"1615","Ford Fusion",2018,15988,2
"1616","Ford Fusion",2019,18302,1
"1617","Ford Fusion",2014,8551,6
"1618","Ford Fusion",2018,13480,2
"1619","Ford Fusion",2017,12095,3
"1620","Ford Fusion",2011,8178,9
"1621","Ford Fusion",2012,9599,8
"1622","Ford Fusion",2019,15987,1
"1623","Ford Fusion",2019,16717,1
"1624","Ford Fusion",2016,11688,4
"1625","Ford Fusion",2017,12990,3
"1626","Ford Fusion",2015,11200,5
"1627","Ford Fusion",2014,11804,6
"1628","Ford Fusion",2013,8899,7
"1629","Ford Fusion",2019,16400,1
"1630","Ford Fusion",2015,12813,5
"1631","Ford Fusion",2019,16998,1
"1632","Ford Fusion",2016,12991,4
"1633","Ford Fusion",2017,13500,3
"1634","Ford Fusion",2016,10162,4
"1635","Ford Fusion",2013,8906,7
"1636","Ford Fusion",2016,12491,4
"1637","Ford Fusion",2019,16548,1
"1638","Ford Fusion",2019,17500,1
"1639","Ford Fusion",2016,13498,4
"1640","Ford Fusion",2017,12759,3
"1641","Ford Fusion",2020,19968,0
"1642","Ford Fusion",2019,16995,1
"1643","Ford Fusion",2020,18238,0
"1644","Ford Fusion",2019,20478,1
"1645","Ford Fusion",2010,7995,10
"1646","Ford Fusion",2017,13593,3
"1647","Ford Fusion",2015,8045,5
"1648","Ford Fusion",2019,13241,1
"1649","Ford Fusion",2012,6990,8
"1650","Ford Fusion",2019,14800,1
"1651","Ford Fusion",2018,14995,2
"1652","Ford Fusion",2017,16993,3
"1653","Ford Fusion",2017,10988,3
"1654","Ford Fusion",2019,16200,1
"1655","Ford Fusion",2014,10997,6
"1656","Ford Fusion",2016,9999,4
"1657","Ford Fusion",2018,13500,2
"1658","Ford Fusion",2019,16256,1
"1659","Ford Fusion",2015,10721,5
"1660","Ford Fusion",2017,15110,3
"1661","Ford Fusion",2012,7500,8
"1662","Ford Fusion",2019,16421,1
"1663","Ford Fusion",2014,6370,6
"1664","Ford Fusion",2020,21186,0
"1665","Ford Fusion",2019,19977,1
"1666","Ford Fusion",2014,6613,6
"1667","Ford Fusion",2017,13499,3
"1668","Ford Fusion",2018,15367,2
"1669","Ford Fusion",2013,11511,7
"1670","Ford Fusion",2019,15698,1
"1671","Ford Fusion",2019,18301,1
"1672","Ford Fusion",2018,16985,2
"1673","Ford Fusion",2018,13598,2
"1674","Ford Fusion",2019,17433,1
"1675","Ford Fusion",2020,19995,0
"1676","Ford Fusion",2019,16971,1
"1677","Ford Fusion",2019,18086,1
"1678","Ford Fusion",2014,7999,6
"1679","Ford Fusion",2019,16232,1
"1680","Ford Fusion",2017,13899,3
"1681","Ford Fusion",2019,18005,1
"1682","Ford Fusion",2018,15303,2
"1683","Ford Fusion",2017,16376,3
"1684","Ford Fusion",2018,14398,2
"1685","Ford Fusion",2016,9995,4
"1686","Ford Fusion",2019,15991,1
"1687","Ford Fusion",2015,8897,5
"1688","Ford Fusion",2019,16000,1
"1689","Ford Fusion",2019,16998,1
"1690","Ford Fusion",2014,9917,6
"1691","Ford Fusion",2019,21985,1
"1692","Ford Fusion",2019,18310,1
"1693","Ford Fusion",2019,12688,1
"1694","Ford Fusion",2017,10961,3
"1695","Ford Fusion",2016,12461,4
"1696","Ford Fusion",2010,6999,10
"1697","Ford Fusion",2020,14298,0
"1698","Ford Fusion",2019,15994,1
"1699","Ford Fusion",2017,15000,3
"1700","Ford Fusion",2013,7995,7
"1701","Ford Fusion",2017,12497,3
"1702","Ford Fusion",2019,16449,1
"1703","Ford Fusion",2014,7434,6
"1704","Ford Fusion",2017,13997,3
"1705","Ford Fusion",2014,8988,6
"1706","Ford Fusion",2019,16993,1
"1707","Ford Fusion",2020,18000,0
"1708","Ford Fusion",2018,12980,2
"1709","Ford Fusion",2019,15885,1
"1710","Ford Fusion",2017,11450,3
"1711","Ford Fusion",2019,16991,1
"1712","Ford Fusion",2019,17700,1
"1713","Ford Fusion",2019,13900,1
"1714","Ford Fusion",2017,17000,3
"1715","Ford Fusion",2013,6995,7
"1716","Ford Fusion",2017,12092,3
"1717","Ford Fusion",2019,18559,1
"1718","Ford Fusion",2018,22990,2
"1719","Ford Fusion",2019,18491,1
"1720","Ford Fusion",2017,16500,3
"1721","Ford Fusion",2019,15480,1
"1722","Ford Fusion",2017,12011,3
"1723","Ford Fusion",2017,14500,3
"1724","Ford Fusion",2016,10984,4
"1725","Ford Fusion",2019,13774,1
"1726","Ford Fusion",2019,15490,1
"1727","Ford Fusion",2017,11995,3
"1728","Ford Fusion",2019,15990,1
"1729","Ford Fusion",2011,5950,9
"1730","Ford Fusion",2020,19444,0
"1731","Ford Fusion",2019,15997,1
"1732","Ford Fusion",2018,14600,2
"1733","Ford Fusion",2018,19850,2
"1734","Ford Fusion",2018,13484,2
"1735","Ford Fusion",2019,17500,1
"1736","Ford Fusion",2017,16921,3
"1737","Ford Fusion",2017,11591,3
"1738","Ford Fusion",2017,15490,3
"1739","Ford Fusion",2017,14899,3
"1740","Ford Fusion",2015,8500,5
"1741","Ford Fusion",2019,17998,1
"1742","Ford Fusion",2013,7891,7
"1743","Ford Fusion",2020,19188,0
"1744","Ford Fusion",2019,15488,1
"1745","Ford Fusion",2017,13995,3
"1746","Ford Fusion",2012,7950,8
"1747","Ford Fusion",2019,13998,1
"1748","Ford Fusion",2019,20000,1
"1749","Ford Fusion",2019,13990,1
"1750","Ford Fusion",2019,15788,1
"1751","Ford Fusion",2017,10974,3
"1752","Ford Fusion",2019,13750,1
"1753","Ford Fusion",2019,19990,1
"1754","Ford Fusion",2019,17973,1
"1755","Ford Fusion",2017,14709,3
"1756","Ford Fusion",2018,14344,2
"1757","Ford Fusion",2016,9972,4
"1758","Ford Fusion",2020,14995,0
"1759","Ford Fusion",2018,14495,2
"1760","Ford Fusion",2019,14985,1
"1761","Ford Fusion",2017,11972,3
"1762","Ford Fusion",2016,12999,4
"1763","Ford Fusion",2015,14259,5
"1764","Ford Fusion",2020,18000,0
"1765","Ford Fusion",2016,12990,4
"1766","Ford Fusion",2013,9319,7
"1767","Ford Fusion",2018,12343,2
"1768","Ford Fusion",2019,15800,1
"1769","Ford Fusion",2019,15899,1
"1770","Ford Fusion",2019,14999,1
"1771","Ford Fusion",2017,12987,3
"1772","Ford Fusion",2017,12900,3
"1773","Ford Fusion",2012,7995,8
"1774","Ford Fusion",2018,15637,2
"1775","Ford Fusion",2019,16000,1
"1776","Ford Fusion",2013,4195,7
"1777","Ford Fusion",2018,19391,2
"1778","Ford Fusion",2019,14999,1
"1779","Ford Fusion",2020,20900,0
"1780","Ford Fusion",2017,13585,3
"1781","Ford Fusion",2018,12500,2
"1782","Ford Fusion",2019,15490,1
"1783","Ford Fusion",2019,14065,1
"1784","Ford Fusion",2020,15782,0
"1785","Ford Fusion",2016,9995,4
"1786","Ford Fusion",2017,11900,3
"1787","Ford Fusion",2019,17848,1
"1788","Ford Fusion",2019,14999,1
"1789","Ford Fusion",2019,13539,1
"1790","Ford Fusion",2014,8987,6
"1791","Ford Fusion",2019,16327,1
"1792","Ford Fusion",2019,15487,1
"1793","Ford Fusion",2016,11000,4
"1794","Ford Fusion",2017,11899,3
"1795","Ford Fusion",2016,12992,4
"1796","Ford Fusion",2014,7535,6
"1797","Ford Fusion",2014,13200,6
"1798","Ford Fusion",2017,16424,3
"1799","Ford Fusion",2019,16988,1
"1800","Ford Fusion",2020,19100,0
"1801","Ford Fusion",2019,16962,1
"1802","Ford Fusion",2018,15607,2
"1803","Ford Fusion",2019,16399,1
"1804","Ford Fusion",2016,10994,4
"1805","Ford Fusion",2017,11500,3
"1806","Ford Fusion",2016,14890,4
"1807","Ford Fusion",2017,16599,3
"1808","Ford Fusion",2018,14999,2
"1809","Ford Fusion",2018,13994,2
"1810","Ford Fusion",2017,17991,3
"1811","Ford Fusion",2019,21990,1
"1812","Ford Fusion",2014,10347,6
"1813","Ford Fusion",2019,17659,1
"1814","Ford Fusion",2019,15999,1
"1815","Ford Fusion",2012,6395,8
"1816","Ford Fusion",2017,14995,3
"1817","Ford Fusion",2017,14000,3
"1818","Ford Fusion",2015,6995,5
"1819","Ford Fusion",2019,15732,1
"1820","Ford Fusion",2019,20988,1
"1821","Ford Fusion",2019,17599,1
"1822","Ford Fusion",2019,16100,1
"1823","Ford Fusion",2016,9900,4
"1824","Ford Fusion",2019,15305,1
"1825","Ford Fusion",2012,6995,8
"1826","Ford Fusion",2016,10495,4
"1827","Ford Fusion",2016,12995,4
"1828","Ford Fusion",2014,9499,6
"1829","Ford Fusion",2016,9995,4
"1830","Ford Fusion",2017,13000,3
"1831","Ford Fusion",2019,15877,1
"1832","Ford Fusion",2019,17988,1
"1833","Ford Fusion",2018,15722,2
"1834","Ford Fusion",2017,13498,3
"1835","Ford Fusion",2018,13000,2
"1836","Ford Fusion",2017,14764,3
"1837","Ford Fusion",2017,10500,3
"1838","Ford Fusion",2013,8995,7
"1839","Ford Fusion",2015,8999,5
"1840","Ford Fusion",2017,11990,3
"1841","Ford Fusion",2013,8995,7
"1842","Ford Fusion",2013,6995,7
"1843","Ford Fusion",2018,13354,2
"1844","Ford Fusion",2016,11985,4
"1845","Ford Fusion",2019,13991,1
"1846","Ford Fusion",2019,15990,1
"1847","Ford Fusion",2011,6998,9
"1848","Ford Fusion",2020,16402,0
"1849","Ford Fusion",2017,18998,3
"1850","Ford Fusion",2016,10995,4
"1851","Ford Fusion",2017,16263,3
"1852","Ford Fusion",2018,12700,2
"1853","Ford Fusion",2020,18990,0
"1854","Ford Fusion",2020,18991,0
"1855","Ford Fusion",2019,14486,1
"1856","Ford Fusion",2018,17448,2
"1857","Ford Fusion",2019,17465,1
"1858","Ford Fusion",2019,18990,1
"1859","Ford Fusion",2019,15994,1
"1860","Ford Fusion",2018,14500,2
"1861","Ford Fusion",2015,10999,5
"1862","Ford Fusion",2018,14665,2
"1863","Ford Fusion",2019,14500,1
"1864","Ford Fusion",2016,12900,4
"1865","Ford Fusion",2019,16495,1
"1866","Ford Fusion",2013,9999,7
"1867","Ford Fusion",2019,15998,1
"1868","Ford Fusion",2014,11592,6
"1869","Ford Fusion",2018,13995,2
"1870","Ford Fusion",2015,8996,5
"1871","Ford Fusion",2019,17993,1
"1872","Ford Fusion",2016,12000,4
"1873","Ford Fusion",2019,16868,1
"1874","Ford Fusion",2016,12997,4
"1875","Ford Fusion",2019,17990,1
"1876","Ford Fusion",2015,12990,5
"1877","Ford Fusion",2013,7488,7
"1878","Ford Fusion",2017,12444,3
"1879","Ford Fusion",2011,4999,9
"1880","Ford Fusion",2020,17000,0
"1881","Ford Fusion",2017,12797,3
"1882","Ford Fusion",2019,13890,1
"1883","Ford Fusion",2013,7870,7
"1884","Ford Fusion",2019,14991,1
"1885","Ford Fusion",2017,16990,3
"1886","Ford Fusion",2017,13277,3
"1887","Ford Fusion",2015,11995,5
"1888","Ford Fusion",2015,10900,5
"1889","Ford Fusion",2016,13942,4
"1890","Ford Fusion",2014,10739,6
"1891","Ford Fusion",2016,9975,4
"1892","Ford Fusion",2018,12900,2
"1893","Ford Fusion",2018,14995,2
"1894","Ford Fusion",2018,13587,2
"1895","Ford Fusion",2017,12898,3
"1896","Ford Fusion",2019,19959,1
"1897","Ford Fusion",2015,11492,5
"1898","Ford Fusion",2016,10999,4
"1899","Ford Fusion",2017,15997,3
"1900","Ford Fusion",2017,12998,3
"1901","Ford Fusion",2017,14950,3
"1902","Ford Fusion",2019,15499,1
"1903","Ford Fusion",2018,14595,2
"1904","Ford Fusion",2019,18212,1
"1905","Ford Fusion",2015,11980,5
"1906","Ford Fusion",2016,13200,4
"1907","Ford Fusion",2017,10994,3
"1908","Ford Fusion",2016,11477,4
"1909","Ford Fusion",2006,4500,14
"1910","Ford Fusion",2017,12999,3
"1911","Ford Fusion",2020,19300,0
"1912","Ford Fusion",2019,15995,1
"1913","Ford Fusion",2019,16800,1
"1914","Ford Fusion",2016,12992,4
"1915","Ford Fusion",2017,11741,3
"1916","Ford Fusion",2019,15000,1
"1917","Ford Fusion",2019,15200,1
"1918","Ford Fusion",2018,12899,2
"1919","Ford Fusion",2020,21996,0
"1920","Ford Fusion",2018,13949,2
"1921","Ford Fusion",2019,15980,1
"1922","Ford Fusion",2019,15380,1
"1923","Ford Fusion",2018,14265,2
"1924","Ford Fusion",2018,15493,2
"1925","Ford Fusion",2017,17991,3
"1926","Ford Fusion",2017,18995,3
"1927","Ford Fusion",2015,12998,5
"1928","Ford Fusion",2017,16748,3
"1929","Ford Fusion",2019,15476,1
"1930","Ford Fusion",2015,12911,5
"1931","Ford Fusion",2010,5995,10
"1932","Ford Fusion",2014,9995,6
"1933","Ford Fusion",2019,17970,1
"1934","Ford Fusion",2019,16732,1
"1935","Ford Fusion",2010,4500,10
"1936","Ford Fusion",2017,14995,3
"1937","Ford Fusion",2017,13900,3
"1938","Ford Fusion",2016,14500,4
"1939","Ford Fusion",2015,10798,5
"1940","Ford Fusion",2017,10995,3
"1941","Ford Fusion",2017,13635,3
"1942","Ford Fusion",2019,19295,1
"1943","Ford Fusion",2019,16989,1
"1944","Ford Fusion",2020,24347,0
"1945","Ford Fusion",2011,6999,9
"1946","Ford Fusion",2018,14995,2
"1947","Ford Fusion",2016,11999,4
"1948","Ford Fusion",2017,13488,3
"1949","Ford Fusion",2017,15500,3
"1950","Ford Fusion",2018,17350,2
"1951","Ford Fusion",2015,9579,5
"1952","Ford Fusion",2013,7999,7
"1953","Ford Fusion",2018,14988,2
"1954","Ford Fusion",2018,14500,2
"1955","Ford Fusion",2016,11993,4
"1956","Ford Fusion",2013,10000,7
"1957","Ford Fusion",2017,13995,3
"1958","Ford Fusion",2013,8920,7
"1959","Ford Fusion",2016,11933,4
"1960","Ford Fusion",2019,15795,1
"1961","Ford Fusion",2016,10999,4
"1962","Ford Fusion",2016,15978,4
"1963","Ford Fusion",2019,16985,1
"1964","Ford Fusion",2015,10500,5
"1965","Ford Fusion",2018,14991,2
"1966","Ford Fusion",2017,12668,3
"1967","Ford Fusion",2019,19625,1
"1968","Ford Fusion",2020,21950,0
"1969","Ford Fusion",2017,13250,3
"1970","Ford Fusion",2017,15497,3
"1971","Ford Fusion",2019,15998,1
"1972","Ford Fusion",2018,11995,2
"1973","Ford Fusion",2016,9949,4
"1974","Ford Fusion",2019,14999,1
"1975","Ford Fusion",2016,10878,4
"1976","Ford Fusion",2011,6000,9
"1977","Ford Fusion",2019,17407,1
"1978","Ford Fusion",2017,13400,3
"1979","Ford Fusion",2019,15505,1
"1980","Ford Fusion",2016,10250,4
"1981","Ford Fusion",2019,18730,1
"1982","Ford Fusion",2018,15388,2
"1983","Ford Fusion",2018,14795,2
"1984","Ford Fusion",2020,20299,0
"1985","Ford Fusion",2019,15946,1
"1986","Ford Fusion",2016,11594,4
"1987","Ford Fusion",2019,19595,1
"1988","Ford Fusion",2015,8495,5
"1989","Ford Fusion",2018,11987,2
"1990","Ford Fusion",2016,11995,4
"1991","Ford Fusion",2018,15695,2
"1992","Ford Fusion",2017,14761,3
"1993","Ford Fusion",2019,16200,1
"1994","Ford Fusion",2016,9853,4
"1995","Ford Fusion",2017,19997,3
"1996","Ford Fusion",2016,10988,4
"1997","Ford Fusion",2012,10990,8
"1998","Ford Fusion",2017,13656,3
"1999","Ford Fusion",2019,17573,1
"2000","Ford Fusion",2020,20995,0
"2001","Ford Fusion",2017,12995,3
"2002","Ford Fusion",2019,18395,1
"2003","Ford Fusion",2017,13900,3
"2004","Ford Fusion",2014,9849,6
"2005","Ford Fusion",2019,15998,1
"2006","Ford Fusion",2013,9307,7
"2007","Ford Fusion",2017,9980,3
"2008","Ford Fusion",2016,10999,4
"2009","Ford Fusion",2019,17941,1
"2010","Ford Fusion",2020,22999,0
"2011","Ford Fusion",2019,17900,1
"2012","Ford Fusion",2015,10799,5
"2013","Ford Fusion",2013,6995,7
"2014","Ford Fusion",2010,4995,10
"2015","Ford Fusion",2014,9590,6
"2016","Ford Fusion",2017,15800,3
"2017","Ford Fusion",2013,13084,7
"2018","Ford Fusion",2019,18588,1
"2019","Ford Fusion",2018,15000,2
"2020","Ford Fusion",2017,10995,3
"2021","Ford Fusion",2015,12887,5
"2022","Ford Fusion",2017,12798,3
"2023","Ford Fusion",2014,9995,6
"2024","Ford Fusion",2010,8588,10
"2025","Ford Fusion",2019,17152,1
"2026","Ford Fusion",2019,15499,1
"2027","Ford Fusion",2017,13888,3
"2028","Ford Fusion",2019,17995,1
"2029","Ford Fusion",2010,7450,10
"2030","Ford Fusion",2019,16994,1
"2031","Ford Fusion",2017,13282,3
"2032","Ford Fusion",2017,12000,3
"2033","Ford Fusion",2017,15312,3
"2034","Ford Fusion",2019,15900,1
"2035","Ford Fusion",2018,14980,2
"2036","Ford Fusion",2017,15300,3
"2037","Ford Fusion",2016,11697,4
"2038","Ford Fusion",2015,9495,5
"2039","Ford Fusion",2017,13077,3
"2040","Ford Fusion",2019,15995,1
"2041","Ford Fusion",2017,12598,3
"2042","Ford Fusion",2015,10990,5
"2043","Ford Fusion",2019,15500,1
"2044","Ford Fusion",2017,15483,3
"2045","Ford Fusion",2017,10698,3
"2046","Ford Fusion",2013,7500,7
"2047","Ford Fusion",2019,14999,1
"2048","Ford Fusion",2020,17991,0
"2049","Ford Fusion",2018,15677,2
"2050","Ford Fusion",2016,12777,4
"2051","Ford Fusion",2014,10100,6
"2052","Ford Fusion",2017,14990,3
"2053","Ford Fusion",2019,13980,1
"2054","Ford Fusion",2017,13190,3
"2055","Ford Fusion",2018,16994,2
"2056","Ford Fusion",2016,10899,4
"2057","Ford Fusion",2019,13995,1
"2058","Ford Fusion",2019,17317,1
"2059","Ford Fusion",2009,2799,11
"2060","Ford Fusion",2019,18299,1
"2061","Ford Fusion",2015,10196,5
"2062","Ford Fusion",2019,17988,1
"2063","Ford Fusion",2017,16429,3
"2064","Ford Fusion",2019,18241,1
"2065","Ford Fusion",2020,16950,0
"2066","Ford Fusion",2018,13488,2
"2067","Ford Fusion",2019,13791,1
"2068","Ford Fusion",2015,12997,5
"2069","Ford Fusion",2020,15731,0
"2070","Ford Fusion",2014,7955,6
"2071","Ford Fusion",2017,14980,3
"2072","Ford Fusion",2019,19975,1
"2073","Ford Fusion",2018,14899,2
"2074","Ford Fusion",2010,5495,10
"2075","Ford Fusion",2018,15795,2
"2076","Ford Fusion",2019,13991,1
"2077","Ford Fusion",2017,13688,3
"2078","Ford Fusion",2017,11899,3
"2079","Ford Fusion",2018,14990,2
"2080","Ford Fusion",2017,10995,3
"2081","Ford Fusion",2014,9399,6
"2082","Ford Fusion",2019,15567,1
"2083","Ford Fusion",2019,15595,1
"2084","Ford Fusion",2019,16999,1
"2085","Ford Fusion",2013,10500,7
"2086","Ford Fusion",2018,10817,2
"2087","Ford Fusion",2020,17999,0
"2088","Ford Fusion",2016,12988,4
"2089","Ford Fusion",2017,11894,3
"2090","Ford Fusion",2017,15992,3
"2091","Ford Fusion",2019,15998,1
"2092","Ford Fusion",2018,15745,2
"2093","Ford Fusion",2016,14408,4
"2094","Ford Fusion",2017,13734,3
"2095","Ford Fusion",2018,13450,2
"2096","Ford Fusion",2018,13521,2
"2097","Ford Fusion",2017,13329,3
"2098","Ford Fusion",2011,9999,9
"2099","Ford Fusion",2017,16790,3
"2100","Ford Fusion",2016,16594,4
"2101","Ford Fusion",2020,18956,0
"2102","Ford Fusion",2014,9417,6
"2103","Ford Fusion",2017,16495,3
"2104","Ford Fusion",2016,12495,4
"2105","Ford Fusion",2017,14000,3
"2106","Ford Fusion",2017,19200,3
"2107","Ford Fusion",2014,10297,6
"2108","Ford Fusion",2016,9995,4
"2109","Ford Fusion",2019,17350,1
"2110","Ford Fusion",2015,12722,5
"2111","Ford Fusion",2017,12995,3
"2112","Ford Fusion",2017,10999,3
"2113","Ford Fusion",2019,15995,1
"2114","Ford Fusion",2017,15997,3
"2115","Ford Fusion",2016,10500,4
"2116","Ford Fusion",2019,18250,1
"2117","Ford Fusion",2017,12300,3
"2118","Ford Fusion",2017,13222,3
"2119","Ford Fusion",2015,11599,5
"2120","Ford Fusion",2012,6600,8
"2121","Ford Fusion",2020,16700,0
"2122","Ford Fusion",2019,15489,1
"2123","Ford Fusion",2019,14901,1
"2124","Ford Fusion",2018,14056,2
"2125","Ford Fusion",2013,8900,7
"2126","Ford Fusion",2019,13966,1
"2127","Ford Fusion",2019,13999,1
"2128","Ford Fusion",2013,7682,7
"2129","Ford Fusion",2019,15499,1
"2130","Ford Fusion",2019,17999,1
"2131","Ford Fusion",2016,11300,4
"2132","Ford Fusion",2017,17115,3
"2133","Ford Fusion",2017,13900,3
"2134","Ford Fusion",2018,11999,2
"2135","Ford Fusion",2017,14325,3
"2136","Ford Fusion",2017,13955,3
"2137","Ford Fusion",2013,12495,7
"2138","Ford Fusion",2017,12990,3
"2139","Ford Fusion",2017,12895,3
"2140","Ford Fusion",2016,10859,4
"2141","Ford Fusion",2017,12900,3
"2142","Ford Fusion",2014,9995,6
