model_name,make_year,car_price,car_description,location,car_colour
Ford Fusion,2019,18652,"1 accident, 1 Owner, Personal use","Amarillo, TX","Beige exterior, Unknown interior"
Ford Fusion,2017,14435,"No accidents, 2 Owners, Fleet use","Kernersville, NC","Black exterior, Black interior"
Ford Fusion,2019,14995,"No accidents, 1 Owner, Personal use","Fuquay Varina, NC","White exterior, Unknown interior"
Ford Fusion,2016,12977,"No accidents, 1 Owner, Personal use","Columbia, MO","Blue exterior, Black interior"
Ford Fusion,2018,11995,"1 accident, 1 Owner, Fleet use","Middleton, WI","White exterior, Unknown interior"
Ford Fusion,2015,11680,"No accidents, 1 Owner, Personal use","Stafford, TX","Red exterior, Black interior"
Ford Fusion,2011,7995,"No accidents, 2 Owners, Personal use","Woodland Hills, CA","Blue exterior, Unknown interior"
Ford Fusion,2017,14945,"1 accident, 1 Owner, Personal use","Maple Shade, NJ","Red exterior, Black interior"
Ford Fusion,2018,14995,"No accidents, 1 Owner, Fleet use","Fredericktown, MO","White exterior, Black interior"
Ford Fusion,2019,17483,"No accidents, 1 Owner, Personal use","Folsom, CA","White exterior, Gray interior"
Ford Fusion,2016,10995,"No accidents, 2 Owners, Personal use","Fort Worth, TX","Gray exterior, Black interior"
Ford Fusion,2019,15775,"No accidents, 2 Owners, Personal use","Harvard, IL","Gray exterior, Black interior"
Ford Fusion,2017,13500,"No accidents, 1 Owner, Personal use","Southfield, MI","Silver exterior, Black interior"
Ford Fusion,2017,14390,"No accidents, 1 Owner, Personal use","Prince George, VA","Red exterior, Gray interior"
Ford Fusion,2016,12750,"No accidents, 2 Owners, Fleet use","Carmel, IN","White exterior, Black interior"
Ford Fusion,2019,16900,"No accidents, 1 Owner, Personal use","Blackshear, GA","Gray exterior, Black interior"
Ford Fusion,2019,19399,"No accidents, 1 Owner, Personal use","Old Bridge, NJ","White exterior, Black interior"
Ford Fusion,2020,18955,"No accidents, 1 Owner, Personal use","Ballwin, MO","Black exterior, Unknown interior"
Ford Fusion,2018,14993,"No accidents, 1 Owner, Fleet use","Madisonville, TX","White exterior, Gray interior"
Ford Fusion,2017,12099,"1 accident, 1 Owner, Personal use","Montclair, CA","Red exterior, Gray interior"
Ford Fusion,2019,19895,"No accidents, 1 Owner, Personal use","La Grande, OR","Silver exterior, Black interior"
Ford Fusion,2011,8995,"No accidents, 2 Owners, Fleet use","Phoenix, AZ","Unknown exterior, Unknown interior"
Ford Fusion,2020,19000,"No accidents, 1 Owner, Personal use","Seekonk, MA","Blue exterior, Black interior"
Ford Fusion,2017,12900,"No accidents, 1 Owner, Personal use","Dover, DE","Red exterior, Black interior"
Ford Fusion,2019,18497,"No accidents, 1 Owner, Personal use","Sarasota, FL","Silver exterior, Black interior"
Ford Fusion,2017,13900,"No accidents, 1 Owner, Personal use","Woodbridge, VA","Black exterior, Black interior"
Ford Fusion,2019,16888,"No accidents, 1 Owner, Personal use","San Bernardino, CA","White exterior, Black interior"
Ford Fusion,2020,22900,"No accidents, 1 Owner, Personal use","Santa Clara, CA","Silver exterior, Black interior"
Ford Fusion,2018,13902,"No accidents, 1 Owner, Personal use","Trooper, PA","White exterior, Unknown interior"
Ford Fusion,2016,12000,"No accidents, 2 Owners, Personal use","Fenton, MI","Gray exterior, Black interior"
Ford Fusion,2014,9499,"No accidents, 3 Owners, Fleet use","Puyallup, WA","Gray exterior, Black interior"
Ford Fusion,2019,14324,"No accidents, 1 Owner, Personal use","Bellingham, WA","Gray exterior, Black interior"
Ford Fusion,2020,17693,"No accidents, 1 Owner, Personal use","Rochester Hills, MI","Gray exterior, Black interior"
Ford Fusion,2019,16982,"1 accident, 1 Owner, Personal use","Fort Dodge, IA","Black exterior, Black interior"
Ford Fusion,2019,16988,"No accidents, 1 Owner, Fleet use","Pasadena, TX","White exterior, Black interior"
Ford Fusion,2015,10786,"No accidents, 2 Owners, Fleet use","Ventura, CA","Red exterior, Black interior"
Ford Fusion,2018,15472,"No accidents, 1 Owner, Personal use","Laurel, MD","Red exterior, Black interior"
Ford Fusion,2015,11924,"No accidents, 3 Owners, Fleet use","Greenwood, IN","White exterior, Black interior"
Ford Fusion,2019,13980,"No accidents, 1 Owner, Fleet use","Stafford, TX","Blue exterior, Black interior"
Ford Fusion,2017,14999,"No accidents, 1 Owner, Personal use","West Covina, CA","White exterior, Gray interior"
Ford Fusion,2010,6494,"No accidents, 1 Owner, Personal use","Olathe, KS","White exterior, White interior"
Ford Fusion,2017,13285,"No accidents, 1 Owner, Personal use","City of Industry, CA","Black exterior, Black interior"
Ford Fusion,2015,11131,"No accidents, 1 Owner, Personal use","Tucson, AZ","White exterior, Black interior"
Ford Fusion,2019,15989,"No accidents, 1 Owner, Fleet use","Columbus, GA","Gray exterior, Black interior"
Ford Fusion,2018,16988,"No accidents, 1 Owner, Personal use","Republic, MO","Gray exterior, Black interior"
Ford Fusion,2016,10995,"No accidents, 1 Owner, Personal use","El Paso, TX","Silver exterior, Gray interior"
Ford Fusion,2019,14900,"No accidents, 1 Owner, Personal use","Huntersville, NC","White exterior, Gray interior"
Ford Fusion,2018,12695,"2 accidents, 2 Owners, Fleet use","Orange, CA","White exterior, Unknown interior"
Ford Fusion,2019,13999,"No accidents, 1 Owner, Fleet use","Jacksonville, FL","Red exterior, Unknown interior"
Ford Fusion,2017,12641,"2 accidents, 2 Owners, Personal use","Santa Fe, NM","Gray exterior, Black interior"
Ford Fusion,2016,11677,"No accidents, 3 Owners, Fleet use","Bethlehem, PA","White exterior, Gray interior"
Ford Fusion,2019,13750,"No accidents, 1 Owner, Fleet use","Gilbert, AZ","White exterior, Black interior"
Ford Fusion,2019,18488,"No accidents, 1 Owner, Personal use","Fallston, MD","Silver exterior, Black interior"
Ford Fusion,2018,14999,"No accidents, 1 Owner, Fleet use","Miami, FL","Blue exterior, Black interior"
Ford Fusion,2020,14295,"No accidents, 1 Owner, Fleet use","Naugatuck, CT","Black exterior, Unknown interior"
Ford Fusion,2019,18491,"No accidents, 1 Owner, Personal use","Gresham, OR","Blue exterior, Black interior"
Ford Fusion,2015,10915,"No accidents, 2 Owners, Personal use","Haverhill, MA","Gray exterior, Beige interior"
Ford Fusion,2016,10544,"No accidents, 1 Owner, Personal use","Santa Fe, NM","Unknown exterior, Unknown interior"
Ford Fusion,2019,13788,"No accidents, 1 Owner, Personal use","Carson, CA","Red exterior, Black interior"
Ford Fusion,2019,16495,"No accidents, 1 Owner, Personal use","National City, CA","White exterior, Unknown interior"
Ford Fusion,2017,14900,"No accidents, 2 Owners, Personal use","Belmont, NC","Red exterior, Black interior"
Ford Fusion,2019,16511,"No accidents, 1 Owner, Personal use","Rockingham, NC","Red exterior, Gray interior"
Ford Fusion,2017,14500,"No accidents, 1 Owner, Personal use","Grand Forks, ND","White exterior, Black interior"
Ford Fusion,2013,10999,"No accidents, 3 Owners, Fleet use","Pleasant Grove, UT","Silver exterior, Black interior"
Ford Fusion,2014,9777,"No accidents, 2 Owners, Personal use","Tampa, FL","Unknown exterior, Black interior"
Ford Fusion,2018,15480,"No accidents, 2 Owners, Personal use","Stafford, TX","White exterior, Gray interior"
Ford Fusion,2014,8995,"No accidents, 1 Owner, Fleet use","Los Angeles, CA","White exterior, Black interior"
Ford Fusion,2019,17250,"No accidents, 1 Owner, Personal use","Gilbert, AZ","Black exterior, Black interior"
Ford Fusion,2019,15500,"No accidents, 1 Owner, Personal use","Montclair, CA","Silver exterior, Black interior"
Ford Fusion,2016,10999,"1 accident, 2 Owners, Fleet use","Selah, WA","Gold exterior, Black interior"
Ford Fusion,2017,12900,"No accidents, 2 Owners, Personal use","Louisville, KY","Black exterior, Gray interior"
Ford Fusion,2014,8500,"No accidents, 2 Owners, Personal use","Vandalia, OH","Black exterior, Unknown interior"
Ford Fusion,2016,9988,"No accidents, 2 Owners, Fleet use","Duluth, GA","White exterior, Gray interior"
Ford Fusion,2019,19600,"No accidents, 1 Owner, Personal use","Bay Minette, AL","Black exterior, Black interior"
Ford Fusion,2018,14491,"No accidents, 1 Owner, Personal use","Pinellas Park, FL","Silver exterior, Gray interior"
Ford Fusion,2016,16071,"No accidents, 1 Owner, Personal use","Greenwood, IN","Gray exterior, Black interior"
Ford Fusion,2019,16894,"No accidents, 1 Owner, Personal use","Clearwater, FL","Gray exterior, Black interior"
Ford Fusion,2019,14995,"No accidents, 1 Owner, Personal use","Covington, PA","White exterior, Unknown interior"
Ford Fusion,2019,16445,"1 accident, 1 Owner, Personal use","Mount Juliet, TN","Gray exterior, Gray interior"
Ford Fusion,2017,15990,"No accidents, 1 Owner, Personal use","Gladstone, OR","White exterior, Black interior"
Ford Fusion,2018,14995,"No accidents, 1 Owner, Fleet use","West Park, FL","Blue exterior, Black interior"
Ford Fusion,2012,6997,"No accidents, 2 Owners, Personal use","Orange, CA","White exterior, Unknown interior"
Ford Fusion,2018,12836,"No accidents, 2 Owners, Personal use","Chambersburg, PA","Black exterior, Black interior"
Ford Fusion,2019,20985,"No accidents, 1 Owner, Personal use","Enterprise, AL","White exterior, Unknown interior"
Ford Fusion,2018,14988,"No accidents, 1 Owner, Fleet use","Lexington, NC","Black exterior, Black interior"
Ford Fusion,2019,16841,"No accidents, 1 Owner, Fleet use","Tifton, GA","Unknown exterior, Unknown interior"
Ford Fusion,2018,16993,"No accidents, 1 Owner, Personal use","Columbus, OH","White exterior, Black interior"
Ford Fusion,2013,8976,"No accidents, 2 Owners, Fleet use","Corvallis, OR","Silver exterior, Unknown interior"
Ford Fusion,2020,15999,"No accidents, 1 Owner, Personal use","La Follette, TN","Black exterior, Gray interior"
Ford Fusion,2018,13913,"No accidents, 2 Owners, Personal use","Ozark, MO","Unknown exterior, Unknown interior"
Ford Fusion,2019,17080,"No accidents, Personal use","Everett, WA","White exterior, Gray interior"
Ford Fusion,2013,9623,"No accidents, 2 Owners, Personal use","Savannah, TN","Black exterior, Black interior"
Ford Fusion,2020,18709,"No accidents, 1 Owner, Personal use","Blackfoot, ID","Silver exterior, Black interior"
Ford Fusion,2019,15969,"No accidents, 1 Owner, Personal use","Salt Lake City, UT","White exterior, Unknown interior"
Ford Fusion,2008,4888,"No accidents, 3 Owners, Fleet use","Oak Lawn, IL","Red exterior, Gray interior"
Ford Fusion,2019,23993,"No accidents, 1 Owner, Personal use","Oroville, CA","Blue exterior, Black interior"
Ford Fusion,2019,15790,"No accidents, 1 Owner, Personal use","Cairo, GA","Unknown exterior, Unknown interior"
Ford Fusion,2012,4999,"No accidents, 1 Owner, Personal use","Rocky Hill, CT","White exterior, Gray interior"
Ford Fusion,2015,10995,"No accidents, 1 Owner, Personal use","Oak Lawn, IL","Black exterior, Black interior"
Ford Fusion,2019,15850,"1 accident, 1 Owner, Personal use","Huntsville, AL","Silver exterior, Black interior"
Ford Fusion,2008,3289,"2 accidents, 5 Owners, Fleet use","Miami, FL","Silver exterior, Unknown interior"
Ford Fusion,2019,16686,"No accidents, 1 Owner, Personal use","Irving, TX","Black exterior, Black interior"
Ford Fusion,2016,10622,"2 accidents, 1 Owner, Personal use","Newington, NH","Silver exterior, Black interior"
Ford Fusion,2016,12430,"No accidents, 2 Owners, Personal use","Shelbyville, KY","White exterior, Black interior"
Ford Fusion,2007,6000,"No accidents, 2 Owners, Personal use","Ypsilanti, MI","Maroon exterior, Black interior"
Ford Fusion,2017,14500,"No accidents, 2 Owners, Fleet use","Bloomington, IN","Gray exterior, Black interior"
Ford Fusion,2018,14854,"No accidents, 2 Owners, Fleet use","Hayward, CA","Gray exterior, Black interior"
Ford Fusion,2018,13997,"No accidents, 1 Owner, Personal use","Fort Worth, TX","Red exterior, Black interior"
Ford Fusion,2019,15000,"No accidents, 1 Owner, Personal use","Hemet, CA","Gold exterior, Black interior"
Ford Fusion,2017,16995,"No accidents, 2 Owners, Personal use","Huntsville, AL","Blue exterior, Black interior"
Ford Fusion,2019,17815,"No accidents, 1 Owner, Personal use","Hanford, CA","Gray exterior, Black interior"
Ford Fusion,2019,21699,"1 accident, 1 Owner, Fleet use","Great Falls, MT","Silver exterior, Black interior"
Ford Fusion,2014,9985,"No accidents, 4 Owners, Personal use","Stafford, TX","Blue exterior, Black interior"
Ford Fusion,2016,9895,"1 accident, 1 Owner, Personal use","Maitland, FL","Gray exterior, Gray interior"
Ford Fusion,2017,12948,"No accidents, 1 Owner, Personal use","Miami, FL","Black exterior, Black interior"
Ford Fusion,2016,9876,"No accidents, 2 Owners, Fleet use","Peoria, AZ","Gray exterior, Black interior"
Ford Fusion,2017,14845,"No accidents, 1 Owner, Fleet use","San Jose, CA","Black exterior, Black interior"
Ford Fusion,2014,9995,"1 accident, 3 Owners, Fleet use","Fuquay Varina, NC","Green exterior, Black interior"
Ford Fusion,2018,16999,"No accidents, 2 Owners, Personal use","St. Augustine, FL","Black exterior, Black interior"
Ford Fusion,2019,15990,"No accidents, 2 Owners, Personal use","Lithia Springs, GA","Gray exterior, Black interior"
Ford Fusion,2019,17339,"No accidents, 1 Owner, Personal use","Fayetteville, TN","Gray exterior, Unknown interior"
Ford Fusion,2016,15377,"No accidents, 3 Owners, Fleet use","Honolulu, HI","White exterior, Black interior"
Ford Fusion,2016,13490,"No accidents, 1 Owner, Personal use","Sterling, VA","Black exterior, Black interior"
Ford Fusion,2019,19950,"No accidents, 1 Owner, Personal use","Amarillo, TX","Black exterior, Unknown interior"
Ford Fusion,2016,9550,"No accidents, 2 Owners, Personal use","Brooklyn, NY","Black exterior, Black interior"
Ford Fusion,2016,9500,"1 accident, 2 Owners, Personal use","Houston, TX","Red exterior, Beige interior"
Ford Fusion,2017,16495,"No accidents, 1 Owner, Personal use","Mahwah, NJ","White exterior, Black interior"
Ford Fusion,2015,14152,"No accidents, 1 Owner, Personal use","Greenville, NC","White exterior, Unknown interior"
Ford Fusion,2016,10900,"No accidents, 3 Owners, Fleet use","San Antonio, TX","Blue exterior, Black interior"
Ford Fusion,2017,12691,"No accidents, 1 Owner, Personal use","Houston, TX","White exterior, Black interior"
Ford Fusion,2017,13595,"No accidents, 1 Owner, Personal use","Miami, FL","Black exterior, Black interior"
Ford Fusion,2019,15659,"No accidents, 1 Owner, Personal use","Dallas, TX","Gray exterior, Black interior"
Ford Fusion,2019,14991,"No accidents, 1 Owner, Personal use","Lewisville, TX","White exterior, Unknown interior"
Ford Fusion,2018,12980,"No accidents, 2 Owners, Personal use","Tustin, CA","White exterior, Black interior"
Ford Fusion,2017,12495,"No accidents, 2 Owners, Personal use","Turnersville, NJ","Silver exterior, Black interior"
Ford Fusion,2019,15990,"No accidents, 1 Owner, Personal use","Tooele, UT","White exterior, Unknown interior"
Ford Fusion,2019,18994,"No accidents, 1 Owner, Personal use","Fontana, CA","Black exterior, Unknown interior"
Ford Fusion,2015,6995,"No accidents, 2 Owners, Fleet use","Oklahoma City, OK","Silver exterior, Unknown interior"
Ford Fusion,2018,15000,"No accidents, 1 Owner, Personal use","Wesley Chapel, FL","Silver exterior, Black interior"
Ford Fusion,2019,15094,"1 accident, 3 Owners, Fleet use","Lincolnwood, IL","Gray exterior, Black interior"
Ford Fusion,2017,11714,"No accidents, 1 Owner, Personal use","Arlington, TX","Silver exterior, Black interior"
Ford Fusion,2017,14950,"No accidents, 1 Owner, Fleet use","Hyattsville, MD","Black exterior, Black interior"
Ford Fusion,2018,13467,"No accidents, 1 Owner, Fleet use","San Antonio, TX","Silver exterior, Black interior"
Ford Fusion,2017,13993,"No accidents, 2 Owners, Fleet use","Orland Park, IL","Black exterior, Black interior"
Ford Fusion,2013,8995,"1 accident, 4 Owners, Personal use","Colorado Springs, CO","Maroon exterior, Black interior"
Ford Fusion,2019,17900,"1 accident, 1 Owner, Personal use","Martinsville, IN","Blue exterior, Unknown interior"
Ford Fusion,2018,16500,"No accidents, 1 Owner, Personal use","Fort Wayne, IN","Blue exterior, Black interior"
Ford Fusion,2020,22545,"No accidents, 1 Owner, Personal use","Modesto, CA","Silver exterior, Black interior"
Ford Fusion,2018,15500,"No accidents, 2 Owners, Personal use","Avon, IN","Black exterior, Black interior"
Ford Fusion,2020,18499,"No accidents, 1 Owner, Personal use","Starke, FL","Unknown exterior, Unknown interior"
Ford Fusion,2016,12488,"1 accident, 4 Owners, Fleet use","Warner Robins, GA","Silver exterior, Black interior"
Ford Fusion,2017,12800,"No accidents, 1 Owner, Personal use","Avondale, AZ","Black exterior, Black interior"
Ford Fusion,2017,13991,"No accidents, 1 Owner, Personal use","Tucson, AZ","White exterior, Black interior"
Ford Fusion,2016,13990,"No accidents, 2 Owners, Fleet use","Santa Ana, CA","Unknown exterior, Gray interior"
Ford Fusion,2017,12991,"No accidents, 1 Owner, Personal use","Saint Augustine, FL","Black exterior, Black interior"
Ford Fusion,2019,15500,"No accidents, 1 Owner, Fleet use","Mattoon, IL","White exterior, Black interior"
Ford Fusion,2019,16347,"No accidents, Personal use","Mendon, MA","Red exterior, Unknown interior"
Ford Fusion,2014,9979,"No accidents, 1 Owner, Personal use","Peoria, AZ","White exterior, Black interior"
Ford Fusion,2017,12982,"No accidents, 4 Owners, Personal use","Colorado Springs, CO","Gray exterior, Black interior"
Ford Fusion,2017,11999,"No accidents, 1 Owner, Personal use","Englewood, CO","White exterior, Black interior"
Ford Fusion,2016,13488,"No accidents, 4 Owners, Fleet use","Watertown, NY","White exterior, Black interior"
Ford Fusion,2013,12291,"No accidents, 2 Owners, Personal use","Oklahoma City, OK","Gray exterior, Black interior"
Ford Fusion,2018,13500,"No accidents, 1 Owner, Personal use","Sacramento, CA","Red exterior, Black interior"
Ford Fusion,2018,14912,"1 accident, 1 Owner, Fleet use","Tacoma, WA","Silver exterior, Black interior"
Ford Fusion,2019,16500,"No accidents, 1 Owner, Personal use","Maumee, OH","White exterior, Black interior"
Ford Fusion,2017,10699,"No accidents, 1 Owner, Personal use","Bellflower, CA","Silver exterior, Black interior"
Ford Fusion,2016,12990,"No accidents, 2 Owners, Personal use","Blue Mound, TX","White exterior, Gray interior"
Ford Fusion,2018,14975,"No accidents, 1 Owner, Personal use","High Point, NC","Black exterior, Black interior"
Ford Fusion,2017,14829,"No accidents, 1 Owner, Personal use","Castle Shannon, PA","Black exterior, Black interior"
Ford Fusion,2017,10499,"1 accident, 2 Owners, Personal use","Des Plaines, IL","Gray exterior, Black interior"
Ford Fusion,2018,16900,"No accidents, 1 Owner, Fleet use","Doylestown, PA","Black exterior, Black interior"
Ford Fusion,2017,11998,"1 accident, 1 Owner, Personal use","Hawaiian Gardens, CA","White exterior, Unknown interior"
Ford Fusion,2019,15900,"No accidents, 1 Owner, Personal use","Stafford, TX","Silver exterior, Black interior"
Ford Fusion,2019,17570,"No accidents, 1 Owner, Personal use","Madison, WI","White exterior, Black interior"
Ford Fusion,2014,9659,"1 accident, 1 Owner, Personal use","Matteson, IL","Black exterior, Black interior"
Ford Fusion,2019,16588,"No accidents, 1 Owner, Personal use","San Antonio, TX","Silver exterior, Gray interior"
Ford Fusion,2018,16998,"No accidents, 2 Owners, Fleet use","Webster, TX","Black exterior, Unknown interior"
Ford Fusion,2016,11995,"No accidents, 2 Owners, Personal use","Richfield, UT","Brown exterior, Unknown interior"
Ford Fusion,2016,11695,"1 accident, 2 Owners, Fleet use","Rocky Mount, NC","Red exterior, Beige interior"
Ford Fusion,2017,13551,"No accidents, 3 Owners, Personal use","High Point, NC","White exterior, Black interior"
Ford Fusion,2019,16098,"No accidents, 1 Owner, Fleet use","Logan, UT","Red exterior, Black interior"
Ford Fusion,2018,17499,"1 accident, 1 Owner, Fleet use","Nashville, TN","Silver exterior, Gray interior"
Ford Fusion,2019,16500,"No accidents, 1 Owner, Personal use","Grapevine, TX","Silver exterior, Black interior"
Ford Fusion,2015,10995,"1 accident, 4 Owners, Fleet use","Canton, OH","Silver exterior, Black interior"
Ford Fusion,2019,15354,"No accidents, 1 Owner, Fleet use","Burlington, NC","White exterior, Gray interior"
Ford Fusion,2020,18300,"No accidents, 1 Owner, Personal use","Brownsburg, IN","White exterior, Black interior"
Ford Fusion,2020,25767,"No accidents, 1 Owner, Personal use","Portland, OR","White exterior, Unknown interior"
Ford Fusion,2019,18479,"No accidents, 1 Owner, Personal use","Eden Prairie, MN","White exterior, Black interior"
Ford Fusion,2017,13995,"No accidents, 1 Owner, Personal use","Doylestown, PA","Red exterior, Black interior"
Ford Fusion,2020,15290,"No accidents, 1 Owner, Personal use","Houston, TX","Silver exterior, Black interior"
Ford Fusion,2014,11999,"No accidents, 1 Owner, Personal use","Plano, TX","White exterior, Gray interior"
Ford Fusion,2017,13344,"No accidents, 1 Owner, Personal use","Beaverton, OR","Blue exterior, Gray interior"
Ford Fusion,2015,10300,"No accidents, Personal use","Miami, OK","Unknown exterior, Gray interior"
Ford Fusion,2017,10980,"1 accident, 1 Owner, Fleet use","Seattle, WA","Gold exterior, Black interior"
Ford Fusion,2017,14521,"No accidents, 1 Owner, Personal use","Daytona Beach, FL","Blue exterior, Gray interior"
Ford Fusion,2019,15998,"No accidents, 1 Owner, Personal use","Duarte, CA","Silver exterior, Black interior"
Ford Fusion,2019,16995,"No accidents, 1 Owner, Personal use","Huntsville, AL","Gray exterior, Black interior"
Ford Fusion,2019,17200,"No accidents, 1 Owner, Personal use","Selma, CA","White exterior, Black interior"
Ford Fusion,2018,15292,"No accidents, 1 Owner, Fleet use","Burlington, NC","Black exterior, Gray interior"
Ford Fusion,2016,12990,"No accidents, 1 Owner, Personal use","Portland, OR","Gray exterior, Beige interior"
Ford Fusion,2019,15514,"No accidents, 2 Owners, Personal use","Philadelphia, PA","Blue exterior, Beige interior"
Ford Fusion,2019,15995,"No accidents, 1 Owner, Fleet use","Waco, TX","Silver exterior, Gray interior"
Ford Fusion,2018,15000,"No accidents, 1 Owner, Personal use","Indianapolis, IN","Red exterior, Black interior"
Ford Fusion,2019,11438,"1 accident, 1 Owner, Personal use","West Palm Beach, FL","White exterior, Black interior"
Ford Fusion,2015,11500,"No accidents, 3 Owners, Personal use","Arlington, VA","White exterior, Beige interior"
Ford Fusion,2019,18497,"No accidents, 1 Owner, Personal use","Amarillo, TX","Silver exterior, Unknown interior"
Ford Fusion,2017,15510,"No accidents, 1 Owner, Personal use","Plainwell, MI","Gold exterior, Black interior"
Ford Fusion,2019,15995,"No accidents, 1 Owner, Personal use","Bensalem, PA","Red exterior, Unknown interior"
Ford Fusion,2018,13695,"No accidents, 1 Owner, Personal use","Warrenton, VA","Gray exterior, Gray interior"
Ford Fusion,2018,13695,"No accidents, 1 Owner, Personal use","Warrenton, VA","Gray exterior, Gray interior"
Ford Fusion,2018,17996,"No accidents, 1 Owner, Personal use","Katy, TX","Silver exterior, Gray interior"
Ford Fusion,2017,10523,"No accidents, 1 Owner, Personal use","Albuquerque, NM","Gray exterior, Black interior"
Ford Fusion,2019,15550,"No accidents, 1 Owner, Personal use","Del City, OK","White exterior, Black interior"
Ford Fusion,2018,15500,"No accidents, 1 Owner, Personal use","Gilbert, AZ","Black exterior, Black interior"
Ford Fusion,2017,15474,"No accidents, 1 Owner, Personal use","Glen Burnie, MD","Silver exterior, Gray interior"
Ford Fusion,2014,14000,"No accidents, 2 Owners, Fleet use","Cornelius, NC","White exterior, Gray interior"
Ford Fusion,2015,13588,"1 accident, 2 Owners, Fleet use","Long Island City, NY","Red exterior, Black interior"
Ford Fusion,2012,7833,"No accidents, 1 Owner, Personal use","Kennewick, WA","Silver exterior, Black interior"
Ford Fusion,2016,8880,"No accidents, 2 Owners, Personal use","Frankfort, KY","Gray exterior, Black interior"
Ford Fusion,2017,15655,"No accidents, 2 Owners, Fleet use","Milton, FL","Silver exterior, Black interior"
Ford Fusion,2020,26999,"No accidents, 1 Owner, Personal use","Saugus, MA","Gray exterior, Black interior"
Ford Fusion,2016,10500,"No accidents, 3 Owners, Personal use","Tampa, FL","Gray exterior, Black interior"
Ford Fusion,2017,8999,"No accidents, 1 Owner, Personal use","Jamaica, NY","White exterior, Gray interior"
Ford Fusion,2019,15999,"No accidents, 1 Owner, Personal use","Culpeper, VA","Red exterior, Gray interior"
Ford Fusion,2010,6440,"No accidents, 1 Owner, Personal use","Mequon, WI","White exterior, Unknown interior"
Ford Fusion,2019,16224,"No accidents, 1 Owner, Personal use","Brook Park, OH","Black exterior, Black interior"
Ford Fusion,2017,13750,"No accidents, 1 Owner, Personal use","Gilbert, AZ","Gray exterior, Black interior"
Ford Fusion,2019,16460,"1 accident, 1 Owner, Personal use","Milwaukie, OR","Unknown exterior, Unknown interior"
Ford Fusion,2016,12450,"No accidents, 2 Owners, Personal use","Valparaiso, IN","Gray exterior, Black interior"
Ford Fusion,2016,11865,"No accidents, 3 Owners, Personal use","Pensacola, FL","Gray exterior, Black interior"
Ford Fusion,2020,19363,"No accidents, 1 Owner, Personal use","Blackfoot, ID","Blue exterior, Black interior"
Ford Fusion,2020,18495,"No accidents, 1 Owner, Personal use","San Antonio, TX","Black exterior, Black interior"
Ford Fusion,2018,11990,"1 accident, 1 Owner, Personal use","Miami, FL","Black exterior, Gray interior"
Ford Fusion,2019,16500,"No accidents, 1 Owner, Personal use","Framingham, MA","Black exterior, Black interior"
Ford Fusion,2019,16600,"No accidents, 1 Owner, Personal use","Clive, IA","White exterior, Gray interior"
Ford Fusion,2019,14500,"No accidents, 1 Owner, Fleet use","Seaside, CA","White exterior, Black interior"
Ford Fusion,2010,6950,"No accidents, 1 Owner, Personal use","Del City, OK","Red exterior, Black interior"
Ford Fusion,2011,4750,"No accidents, 2 Owners, Fleet use","Phoenix, AZ","Unknown exterior, Unknown interior"
Ford Fusion,2019,16485,"1 accident, 1 Owner, Personal use","Pine Bluff, AR","Black exterior, Black interior"
Ford Fusion,2018,13258,"No accidents, 2 Owners, Personal use","Knoxville, TN","Gray exterior, Gray interior"
Ford Fusion,2019,16800,"1 accident, 1 Owner, Personal use","Matteson, IL","Gray exterior, Gray interior"
Ford Fusion,2019,16944,"No accidents, 1 Owner, Personal use","Amarillo, TX","Beige exterior, Unknown interior"
Ford Fusion,2017,13565,"No accidents, 1 Owner, Personal use","Fairfax, VA","Gray exterior, Black interior"
Ford Fusion,2019,15689,"1 accident, 1 Owner, Personal use","North Wilkesboro, NC","Gray exterior, Black interior"
Ford Fusion,2014,7975,"No accidents, 2 Owners, Personal use","Milaca, MN","Blue exterior, Gray interior"
Ford Fusion,2017,16039,"1 accident, 1 Owner, Fleet use","Marshalltown, IA","Red exterior, Black interior"
Ford Fusion,2017,12995,"No accidents, 1 Owner, Personal use","Greeley, CO","Silver exterior, Black interior"
Ford Fusion,2019,14990,"No accidents, 1 Owner, Personal use","Homestead, FL","Black exterior, Unknown interior"
Ford Fusion,2020,15970,"No accidents, 1 Owner, Personal use","Charlotte, NC","Silver exterior, Gray interior"
Ford Fusion,2014,9495,"1 accident, 2 Owners, Personal use","El Paso, TX","Red exterior, Unknown interior"
Ford Fusion,2013,10994,"No accidents, 2 Owners, Fleet use","Victorville, CA","Silver exterior, Unknown interior"
Ford Fusion,2019,17595,"No accidents, 2 Owners, Personal use","Brownsville, TX","White exterior, Gray interior"
Ford Fusion,2019,13999,"2 accidents, 1 Owner, Fleet use","Orlando, FL","White exterior, Black interior"
Ford Fusion,2013,7492,"No accidents, 3 Owners, Fleet use","Gilbert, AZ","Black exterior, Black interior"
Ford Fusion,2019,17176,"No accidents, 1 Owner, Personal use","Jacksonville, FL","Blue exterior, Black interior"
Ford Fusion,2017,9500,"2 accidents, 2 Owners, Fleet use","Columbus, OH","Blue exterior, Unknown interior"
Ford Fusion,2019,16996,"No accidents, 1 Owner, Personal use","Albuquerque, NM","Blue exterior, Gray interior"
Ford Fusion,2018,13355,"No accidents, 1 Owner, Personal use","Sulphur Springs, TX","Gray exterior, Black interior"
Ford Fusion,2017,11475,"No accidents, 2 Owners, Personal use","Clare, MI","White exterior, Gray interior"
