"id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms_text","bedrooms","beds","price","minimum_nights","number_of_reviews","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","Air_conditioning","Baby_monitor","Baby_safety_gates","Bathtub","Bed_linens","Breakfast","Building_staff","Carbon_monoxide_alarm","Changing_table","Children\u2019s_dinnerware","Cleaning_before_checkout","Coffee_maker","Cooking_basics","Dedicated_workspace","Dishes_and_silverware","Elevator","Essentials","Ethernet_connection","EV_charger","Extra_pillows_and_blankets","Fire_extinguisher","First_aid_kit","Free_residential_garage_on_premises","Game_console","Garden_or_backyard","Gym","Hangers","High_chair","Host_greets_you","Hot_tub","Hot_water","Indoor_fireplace","Iron","Kitchen","Lockbox","Long_term_stays_allowed","Luggage_dropoff_allowed","Microwave","Nespresso_coffee_machine","Outlet_covers","Patio_or_balcony","Private_entrance","Room-darkening_shades","Single_level_home","Smoke_alarm","Waterfront","stove_agg","Wifi_agg","TV_agg","oven_agg","refrigerator","soap_agg","BBQ_agg","toys_agg","crib_agg","parking_agg","shampoo_agg","heating_agg","washer_agg","conditioner_agg","dry_agg"
18028440,"Zuid",52.35577,4.86666,"Entire apartment","Entire home/apt",2,"1 bath",1,1,210,2,7,"2017-04-17","2017-05-29",86,8,9,8,8,9,8,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
18031997,"Centrum-West",52.38234,4.88565,"Entire apartment","Entire home/apt",4,"1.5 baths",3,6,400,6,7,"2017-10-24","2019-04-23",86,9,9,9,9,10,9,"f",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1
18035127,"Westerpark",52.37532,4.87617,"Entire apartment","Entire home/apt",4,"1.5 baths",2,1,236,2,1,"2017-04-30","2017-04-30",100,10,10,10,10,8,8,"t",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
18037090,"Centrum-Oost",52.37243,4.92175,"Entire apartment","Entire home/apt",3,"1.5 baths",2,2,120,3,21,"2017-05-14","2019-06-23",98,10,10,10,10,9,9,"f",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0
18045319,"Westerpark",52.37959,4.86802,"Entire apartment","Entire home/apt",2,"1 bath",1,1,106,4,16,"2017-05-14","2019-03-31",94,10,9,10,10,9,9,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
18045395,"De Baarsjes - Oud-West",52.36276,4.8602,"Entire apartment","Entire home/apt",2,"1 bath",1,1,150,4,2,"2017-04-17","2017-05-01",100,10,10,10,10,10,10,"f",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
18045966,"Oostelijk Havengebied - Indische Buurt",52.36397,4.93305,"Entire apartment","Entire home/apt",2,"1 bath",1,1,200,1,32,"2017-05-09","2019-06-23",97,10,10,10,10,10,9,"f",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
18047086,"De Baarsjes - Oud-West",52.37303,4.85674,"Entire apartment","Entire home/apt",2,"1 bath",1,1,100,2,1,"2017-05-16","2017-05-16",NA,NA,NA,NA,NA,NA,NA,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
18047935,"De Baarsjes - Oud-West",52.3709,4.8557,"Entire apartment","Entire home/apt",4,"1 bath",2,2,314,3,7,"2017-04-16","2019-12-01",93,10,9,10,10,9,9,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
18049400,"Noord-Oost",52.39619,4.93326,"Entire apartment","Entire home/apt",4,"1.5 baths",2,2,107,7,19,"2017-06-26","2020-03-08",98,10,9,10,10,9,9,"f",0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1
18050432,"De Baarsjes - Oud-West",52.36183,4.86507,"Entire apartment","Entire home/apt",2,"1 bath",1,1,165,2,23,"2017-04-13","2019-06-18",97,10,10,10,10,10,9,"t",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1
18052478,"Zuid",52.35562,4.88009,"Entire apartment","Entire home/apt",4,"1 bath",2,2,259,3,11,"2017-05-07","2017-10-02",98,10,10,10,10,10,9,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
18054786,"Zuid",52.35209,4.85523,"Entire apartment","Entire home/apt",2,"1 bath",1,1,170,3,5,"2017-04-16","2018-01-01",100,10,10,10,10,10,10,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
18056524,"Centrum-West",52.37665,4.881,"Entire apartment","Entire home/apt",2,"1 bath",NA,2,145,1,20,"2017-04-09","2017-08-07",97,10,10,10,10,10,10,"f",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
18059130,"Centrum-Oost",52.36609,4.89677,"Entire apartment","Entire home/apt",4,"1.5 baths",2,3,95,3,227,"2017-04-14","2020-11-28",98,10,10,10,10,10,9,"f",0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1
18063005,"Zuid",52.35016,4.84813,"Entire apartment","Entire home/apt",2,"1 bath",1,1,150,1,2,"2017-04-23","2017-05-27",100,10,10,10,9,8,8,"t",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
18063880,"De Pijp - Rivierenbuurt",52.3449,4.89755,"Entire apartment","Entire home/apt",4,"1 bath",3,4,331,3,21,"2017-05-05","2020-01-04",93,10,9,9,9,10,10,"f",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
18065378,"Zuid",52.35162,4.85584,"Entire apartment","Entire home/apt",2,"1 bath",1,1,141,4,29,"2017-04-21","2020-01-02",94,10,9,10,10,9,9,"t",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
18066963,"Gaasperdam - Driemond",52.30719,4.97843,"Entire apartment","Entire home/apt",3,"1 bath",2,2,214,2,10,"2017-05-09","2019-08-16",98,10,10,10,10,9,9,"f",1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1
18069031,"De Baarsjes - Oud-West",52.36429,4.86234,"Entire apartment","Entire home/apt",2,"1 bath",1,1,150,1,12,"2017-04-05","2019-09-16",100,10,10,10,10,10,9,"t",0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1
18071458,"Oostelijk Havengebied - Indische Buurt",52.35981,4.94111,"Entire apartment","Entire home/apt",2,"1 bath",1,1,120,2,11,"2017-04-17","2018-11-04",91,9,9,9,10,9,9,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
18074426,"Zuid",52.34854,4.85376,"Entire apartment","Entire home/apt",4,"1 bath",2,2,115,2,11,"2017-04-17","2017-08-18",95,10,9,10,10,9,9,"f",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
18075066,"Bos en Lommer",52.38181,4.85791,"Entire apartment","Entire home/apt",4,"1 bath",1,2,189,2,23,"2017-07-09","2019-06-10",99,10,10,10,10,9,9,"t",0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1
18075322,"De Baarsjes - Oud-West",52.36908,4.87219,"Entire apartment","Entire home/apt",2,"1 bath",1,1,160,3,27,"2017-04-17","2019-07-15",100,10,10,10,10,10,9,"f",0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1
18075867,"De Baarsjes - Oud-West",52.36863,4.85349,"Entire apartment","Entire home/apt",4,"1 bath",2,2,200,3,7,"2017-06-16","2018-06-23",100,10,10,10,10,10,10,"f",0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
18083785,"Zuid",52.35233,4.85569,"Entire apartment","Entire home/apt",4,"1 bath",2,2,140,2,13,"2017-04-10","2017-12-03",85,9,8,9,9,9,8,"f",0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0
18084931,"Oud-Oost",52.35379,4.91982,"Entire apartment","Entire home/apt",4,"1.5 baths",1,2,138,3,2,"2017-04-16","2018-03-11",80,9,6,10,10,8,8,"t",0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1
18086951,"De Pijp - Rivierenbuurt",52.35088,4.89295,"Entire apartment","Entire home/apt",3,"1.5 baths",2,2,150,3,5,"2017-09-10","2019-09-17",96,10,10,10,10,10,9,"t",0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0
18098634,"Bos en Lommer",52.38084,4.85763,"Entire apartment","Entire home/apt",3,"1 bath",2,2,137,2,11,"2017-05-21","2017-08-27",95,10,9,10,10,9,9,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
18100304,"Centrum-Oost",52.36302,4.90142,"Entire apartment","Entire home/apt",2,"1 bath",1,1,117,2,1,"2017-04-25","2017-04-25",80,10,8,8,10,10,8,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
18100319,"Centrum-Oost",52.36147,4.8939,"Entire apartment","Entire home/apt",3,"1.5 baths",1,2,118,2,52,"2017-12-31","2020-10-01",98,10,10,10,10,10,9,"f",0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1
18102165,"Centrum-Oost",52.36645,4.89971,"Entire apartment","Entire home/apt",4,"1.5 baths",3,3,173,2,15,"2017-04-09","2017-06-18",80,8,9,9,9,10,8,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
18103827,"De Pijp - Rivierenbuurt",52.34478,4.9001,"Entire apartment","Entire home/apt",2,"1 bath",1,1,135,2,2,"2017-04-28","2017-08-07",100,10,9,9,10,8,10,"f",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
18104567,"De Baarsjes - Oud-West",52.37214,4.85979,"Entire apartment","Entire home/apt",2,"1 bath",1,1,120,2,6,"2017-04-16","2017-06-30",93,10,10,9,10,8,9,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
18106271,"Centrum-Oost",52.36378,4.91618,"Entire apartment","Entire home/apt",4,"1 bath",2,2,195,2,9,"2017-05-07","2017-06-26",95,10,9,10,10,10,9,"t",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
18106807,"Oud-Oost",52.35388,4.9107,"Entire apartment","Entire home/apt",2,"1 bath",1,1,87,3,21,"2017-05-15","2018-11-25",100,10,10,10,10,10,9,"f",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
18115831,"De Baarsjes - Oud-West",52.36421,4.85645,"Entire apartment","Entire home/apt",4,"1 bath",1,2,150,2,24,"2017-05-28","2019-09-29",94,10,10,10,10,9,9,"f",0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1
18116541,"De Pijp - Rivierenbuurt",52.35124,4.88857,"Entire apartment","Entire home/apt",2,"1.5 baths",1,1,150,2,52,"2017-04-15","2020-02-16",100,10,10,10,10,10,10,"t",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1
18118085,"Oud-Oost",52.36039,4.90958,"Entire apartment","Entire home/apt",4,"1 bath",2,3,171,2,5,"2017-05-07","2017-09-17",100,10,10,10,10,10,10,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
18118181,"De Baarsjes - Oud-West",52.37297,4.86011,"Entire apartment","Entire home/apt",4,"1 bath",2,2,350,2,1,"2017-04-14","2017-04-14",NA,NA,NA,NA,NA,NA,NA,"f",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
18127226,"Buitenveldert - Zuidas",52.32797,4.85727,"Entire apartment","Entire home/apt",2,"1 bath",1,2,45,14,8,"2017-05-03","2017-07-21",90,10,9,9,9,8,10,"t",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
18129298,"De Baarsjes - Oud-West",52.35879,4.85943,"Entire apartment","Entire home/apt",2,"1 bath",NA,1,164,2,1,"2017-04-25","2017-04-25",80,10,10,10,10,10,10,"f",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
18130108,"Oud-Oost",52.36504,4.92629,"Entire apartment","Entire home/apt",4,"1 bath",2,3,196,5,13,"2017-08-01","2019-09-15",91,10,9,10,10,10,9,"t",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
18130729,"De Pijp - Rivierenbuurt",52.35239,4.89677,"Entire apartment","Entire home/apt",2,"1 bath",1,1,80,10,6,"2017-04-17","2019-09-08",100,10,10,9,10,10,10,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
18136755,"De Baarsjes - Oud-West",52.36243,4.86142,"Entire apartment","Entire home/apt",2,"1 bath",1,1,115,3,7,"2017-04-13","2017-06-30",83,10,8,10,10,9,7,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18145166,"IJburg - Zeeburgereiland",52.35799,5.00007,"Entire apartment","Entire home/apt",4,"1.5 baths",2,3,170,2,10,"2017-05-10","2020-11-05",90,9,9,10,9,9,9,"t",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1
18146703,"Westerpark",52.38507,4.87025,"Entire apartment","Entire home/apt",3,"1 bath",1,2,165,3,20,"2017-06-05","2020-07-26",97,10,10,10,10,9,9,"f",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
18148239,"Oud-Oost",52.3567,4.91041,"Entire apartment","Entire home/apt",3,"1 bath",1,1,82,1,22,"2017-04-15","2020-03-01",94,10,9,10,10,9,9,"f",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1
18149087,"De Baarsjes - Oud-West",52.36693,4.87176,"Entire apartment","Entire home/apt",2,"1 bath",NA,1,105,2,20,"2017-04-17","2020-01-22",96,10,9,10,10,10,9,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
18151127,"Bos en Lommer",52.37265,4.84781,"Entire apartment","Entire home/apt",2,"1 bath",1,1,400,3,2,"2017-04-10","2019-04-16",NA,NA,NA,NA,NA,NA,NA,"t",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
18152468,"Oud-Oost",52.35946,4.91118,"Entire apartment","Entire home/apt",2,"1 bath",1,1,102,2,9,"2017-04-23","2017-06-30",93,9,9,10,10,9,9,"f",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
18155594,"Westerpark",52.3844,4.87477,"Entire apartment","Entire home/apt",2,"1 bath",1,1,60,2,22,"2018-01-01","2018-08-26",95,10,10,10,10,9,9,"t",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18156735,"De Baarsjes - Oud-West",52.37013,4.85189,"Entire apartment","Entire home/apt",2,"1 bath",1,1,118,4,7,"2017-04-11","2018-02-01",100,10,10,10,10,9,9,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
18164648,"Centrum-West",52.37712,4.88613,"Entire apartment","Entire home/apt",2,"1 bath",1,1,249,4,18,"2017-05-13","2020-08-02",98,10,9,10,10,10,9,"f",0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1
18164994,"Centrum-West",52.37314,4.88218,"Entire apartment","Entire home/apt",2,"1 bath",1,1,201,4,9,"2017-04-17","2018-05-03",98,10,10,10,10,10,10,"f",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
18168826,"De Baarsjes - Oud-West",52.36108,4.85211,"Entire apartment","Entire home/apt",2,"1 bath",1,1,125,2,19,"2017-06-06","2019-11-25",99,10,10,10,10,9,9,"f",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1
18172219,"Oud-Oost",52.35732,4.92483,"Entire apartment","Entire home/apt",2,"1 bath",1,1,130,2,6,"2017-05-01","2017-07-21",73,6,8,9,8,8,6,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
18175444,"Oud-Oost",52.35527,4.91563,"Entire apartment","Entire home/apt",4,"1.5 baths",2,2,109,2,2,"2017-04-16","2017-04-30",100,10,10,10,10,8,6,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
18178361,"De Baarsjes - Oud-West",52.37306,4.85954,"Entire apartment","Entire home/apt",3,"1 bath",2,2,165,2,9,"2017-05-02","2019-08-25",96,10,10,10,10,9,9,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
18178699,"Buitenveldert - Zuidas",52.33433,4.86457,"Entire apartment","Entire home/apt",4,"1 bath",2,2,74,1,6,"2017-04-16","2017-04-28",93,9,8,10,10,10,10,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
18184609,"Bos en Lommer",52.37562,4.84937,"Entire apartment","Entire home/apt",2,"1 bath",2,1,100,3,9,"2017-04-17","2017-07-17",95,10,9,10,10,8,9,"t",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
18185231,"De Pijp - Rivierenbuurt",52.34324,4.89593,"Entire apartment","Entire home/apt",4,"1 bath",2,2,184,4,6,"2017-05-01","2018-10-29",100,10,10,10,10,10,10,"t",0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1
