"id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms_text","bedrooms","beds","price","minimum_nights","number_of_reviews","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","Air_conditioning","Baby_monitor","Baby_safety_gates","Bathtub","Bed_linens","Breakfast","Building_staff","Carbon_monoxide_alarm","Changing_table","Children\u2019s_dinnerware","Cleaning_before_checkout","Coffee_maker","Cooking_basics","Dedicated_workspace","Dishes_and_silverware","Elevator","Essentials","Ethernet_connection","EV_charger","Extra_pillows_and_blankets","Fire_extinguisher","First_aid_kit","Free_residential_garage_on_premises","Game_console","Garden_or_backyard","Gym","Hangers","High_chair","Host_greets_you","Hot_tub","Hot_water","Indoor_fireplace","Iron","Kitchen","Lockbox","Long_term_stays_allowed","Luggage_dropoff_allowed","Microwave","Nespresso_coffee_machine","Outlet_covers","Patio_or_balcony","Private_entrance","Room-darkening_shades","Single_level_home","Smoke_alarm","Waterfront","stove_agg","Wifi_agg","TV_agg","oven_agg","refrigerator","soap_agg","BBQ_agg","toys_agg","crib_agg","parking_agg","shampoo_agg","heating_agg","washer_agg","conditioner_agg","dry_agg"
3519982,"IJburg - Zeeburgereiland",52.3598,4.99202,"Entire apartment","Entire home/apt",4,"1 bath",2,4,92,4,3,"2014-08-03","2016-08-04",93,10,10,10,10,9,10,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
3520841,"Oud-Noord",52.38404,4.91464,"Entire apartment","Entire home/apt",4,"1 bath",1,2,115,3,14,"2014-12-31","2017-07-18",94,10,9,10,10,9,9,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
3521399,"Watergraafsmeer",52.35059,4.92287,"Entire apartment","Entire home/apt",3,"1 bath",1,2,99,2,81,"2014-08-05","2017-08-14",95,10,10,10,10,9,9,"t",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
3522143,"Bijlmer-Oost",52.32458,4.97872,"Entire apartment","Entire home/apt",2,"1 bath",1,1,50,3,3,"2015-07-27","2015-08-04",100,10,10,10,10,9,10,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3525634,"Westerpark",52.37916,4.87056,"Entire apartment","Entire home/apt",3,"1 bath",1,1,142,2,110,"2014-07-09","2020-01-03",94,10,9,10,10,9,9,"f",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1
3525673,"De Pijp - Rivierenbuurt",52.35131,4.89166,"Entire apartment","Entire home/apt",2,"1 bath",1,1,102,1,0,"","",NA,NA,NA,NA,NA,NA,NA,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
3526216,"Oud-Oost",52.35675,4.91672,"Entire apartment","Entire home/apt",4,"1 bath",1,2,105,2,106,"2014-09-22","2020-09-20",96,10,10,10,10,9,9,"f",0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1
3526459,"Osdorp",52.35196,4.80181,"Entire apartment","Entire home/apt",2,"1 bath",1,1,65,2,49,"2014-08-04","2019-11-18",90,10,9,9,9,9,9,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
3526464,"Bos en Lommer",52.37818,4.8549,"Entire apartment","Entire home/apt",2,"1 bath",1,1,60,2,9,"2014-09-12","2015-04-06",95,9,10,10,10,9,9,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3529343,"De Baarsjes - Oud-West",52.36604,4.86955,"Entire apartment","Entire home/apt",2,"1 bath",1,1,135,2,22,"2014-07-20","2016-10-25",91,9,9,10,10,9,9,"f",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3533145,"De Baarsjes - Oud-West",52.36144,4.86499,"Entire apartment","Entire home/apt",3,"1 bath",1,2,125,2,3,"2018-07-02","2018-07-16",100,10,9,10,10,10,10,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
3536467,"Centrum-West",52.37457,4.88178,"Entire apartment","Entire home/apt",2,"1 bath",1,1,119,1,12,"2014-08-04","2016-05-06",90,9,9,8,8,9,8,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3537461,"De Baarsjes - Oud-West",52.37042,4.86697,"Entire apartment","Entire home/apt",2,"1 bath",1,1,150,3,35,"2014-09-13","2019-01-01",97,10,9,10,10,10,10,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
3539439,"Centrum-Oost",52.36642,4.89039,"Entire apartment","Entire home/apt",3,"1 bath",1,1,125,4,6,"2014-07-26","2016-05-27",97,10,9,10,10,10,10,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3544468,"Bos en Lommer",52.37391,4.8482,"Entire apartment","Entire home/apt",4,"1.5 baths",2,2,140,3,12,"2017-05-16","2019-09-16",98,10,9,10,10,9,9,"f",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1
3549875,"Westerpark",52.37762,4.86993,"Entire apartment","Entire home/apt",2,"2 baths",1,1,98,2,43,"2014-08-18","2020-02-18",96,9,10,10,10,9,9,"f",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
3565477,"Westerpark",52.39094,4.87676,"Entire apartment","Entire home/apt",4,"1 bath",2,3,200,3,59,"2014-10-22","2020-01-03",98,10,10,10,10,9,10,"f",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1
3565797,"De Baarsjes - Oud-West",52.37047,4.87276,"Entire apartment","Entire home/apt",2,"1 bath",1,2,214,3,4,"2014-10-14","2018-08-13",100,10,10,10,10,10,10,"f",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1
3568357,"Noord-West",52.40404,4.90085,"Entire apartment","Entire home/apt",4,"1 bath",2,2,85,2,22,"2014-08-31","2016-07-09",89,10,9,9,9,8,9,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
3570490,"Oud-Oost",52.35864,4.91391,"Entire apartment","Entire home/apt",4,"1 bath",2,2,139,2,22,"2014-08-11","2019-06-10",95,10,9,9,10,9,10,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
3572884,"Centrum-Oost",52.36522,4.89505,"Entire apartment","Entire home/apt",4,"1.5 baths",3,4,207,7,61,"2014-11-25","2020-02-23",95,10,10,10,10,10,10,"f",0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1
3574552,"Oud-Oost",52.35491,4.9175,"Entire apartment","Entire home/apt",2,"1 bath",1,1,110,2,28,"2015-04-20","2019-08-22",96,10,9,9,10,9,9,"t",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
3577411,"Centrum-West",52.37544,4.87964,"Entire apartment","Entire home/apt",2,"2 baths",1,1,225,4,2,"2015-09-14","2017-12-29",100,10,10,10,10,10,10,"t",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1
3580990,"De Baarsjes - Oud-West",52.3611,4.86189,"Entire apartment","Entire home/apt",2,"1 bath",1,1,95,2,24,"2014-08-04","2017-11-05",98,10,10,10,10,9,9,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3581858,"De Baarsjes - Oud-West",52.36069,4.8643,"Entire apartment","Entire home/apt",3,"1 bath",1,1,95,3,19,"2014-07-28","2018-08-26",87,9,9,9,9,9,9,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
3590060,"Centrum-Oost",52.36938,4.90654,"Entire apartment","Entire home/apt",4,"1.5 baths",2,4,235,5,7,"2017-08-23","2019-08-15",97,9,10,10,10,10,9,"f",0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1
3594030,"Centrum-West",52.38138,4.88874,"Entire apartment","Entire home/apt",2,"1 bath",1,1,125,3,22,"2014-08-18","2016-08-27",96,10,9,10,10,10,10,"t",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
3597161,"De Pijp - Rivierenbuurt",52.35434,4.88855,"Entire apartment","Entire home/apt",2,"1 bath",NA,1,150,2,26,"2016-08-29","2018-09-21",95,10,9,10,10,10,9,"t",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1
3600245,"Bos en Lommer",52.37563,4.83958,"Entire apartment","Entire home/apt",4,"1 bath",2,4,106,5,12,"2014-09-05","2017-09-04",94,10,9,9,10,8,10,"f",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
3602487,"Centrum-West",52.36819,4.8839,"Entire apartment","Entire home/apt",3,"1 bath",2,2,150,2,50,"2014-12-01","2020-08-19",92,9,9,10,10,10,9,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
3604547,"Westerpark",52.3769,4.87409,"Entire apartment","Entire home/apt",4,"1.5 baths",2,2,295,20,23,"2016-09-11","2019-11-24",98,10,10,10,10,10,10,"f",0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1
3614781,"Oostelijk Havengebied - Indische Buurt",52.36549,4.93772,"Entire apartment","Entire home/apt",2,"1 bath",1,1,86,14,8,"2014-09-15","2018-08-21",95,10,10,10,10,10,10,"f",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3620791,"Westerpark",52.38304,4.8722,"Entire apartment","Entire home/apt",2,"1 bath",1,1,185,3,11,"2014-10-06","2019-10-19",93,10,9,9,10,9,9,"f",0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1
3633553,"Centrum-West",52.37638,4.87771,"Entire apartment","Entire home/apt",3,"1 bath",1,2,95,2,9,"2014-08-08","2017-03-12",98,10,9,10,9,9,9,"t",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
3640489,"De Pijp - Rivierenbuurt",52.35215,4.89517,"Entire apartment","Entire home/apt",2,"1 bath",1,1,140,1,2,"2014-09-14","2015-09-16",100,10,8,10,9,10,10,"f",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
3641710,"De Baarsjes - Oud-West",52.37333,4.86392,"Entire apartment","Entire home/apt",3,"1.5 baths",2,2,119,6,11,"2014-08-22","2020-03-16",96,10,9,10,10,10,10,"f",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1
3642072,"Oostelijk Havengebied - Indische Buurt",52.37025,4.94518,"Entire apartment","Entire home/apt",4,"1 bath",2,2,155,4,14,"2014-08-19","2018-05-04",92,10,9,9,10,9,9,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
3649382,"Zuid",52.35079,4.84938,"Entire apartment","Entire home/apt",4,"1.5 baths",2,3,107,2,53,"2014-07-26","2020-01-05",89,9,9,10,10,9,9,"f",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1
3649413,"De Baarsjes - Oud-West",52.36659,4.85902,"Entire apartment","Entire home/apt",2,"1 bath",1,1,136,2,43,"2014-08-13","2019-02-13",97,10,10,10,10,10,10,"f",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
3650815,"De Baarsjes - Oud-West",52.36588,4.85103,"Entire apartment","Entire home/apt",4,"1 bath",2,2,174,2,54,"2014-08-07","2018-10-28",93,10,9,9,9,9,9,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
3652804,"De Baarsjes - Oud-West",52.37291,4.85817,"Entire apartment","Entire home/apt",2,"1 bath",1,1,120,3,21,"2015-04-26","2019-03-31",98,10,10,10,10,9,9,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
3654763,"Oostelijk Havengebied - Indische Buurt",52.3635,4.93259,"Entire apartment","Entire home/apt",2,"1 bath",NA,1,125,2,3,"2019-08-28","2019-09-05",93,10,9,10,9,10,9,"f",0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0
3658302,"Zuid",52.3552,4.85199,"Entire apartment","Entire home/apt",2,"1 bath",1,1,130,2,14,"2014-08-25","2016-03-29",90,9,9,9,10,9,9,"f",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
3663428,"Zuid",52.35456,4.85315,"Entire apartment","Entire home/apt",2,"1 bath",1,1,120,4,7,"2014-08-20","2018-04-02",80,9,8,9,9,9,8,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
3664192,"De Baarsjes - Oud-West",52.36001,4.86157,"Entire apartment","Entire home/apt",4,"1 bath",1,2,95,2,25,"2014-07-28","2017-10-29",91,10,9,10,10,10,9,"t",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3665423,"Bos en Lommer",52.37617,4.86235,"Entire apartment","Entire home/apt",4,"1 bath",1,2,118,2,20,"2014-08-11","2019-08-23",97,10,10,10,10,9,9,"t",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
3665492,"De Baarsjes - Oud-West",52.35912,4.85225,"Entire apartment","Entire home/apt",2,"1 bath",NA,1,65,4,13,"2014-08-20","2017-05-21",92,10,9,10,10,9,9,"f",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3692137,"Centrum-Oost",52.36175,4.90079,"Entire apartment","Entire home/apt",4,"1.5 baths",2,3,299,3,1,"2018-08-08","2018-08-08",100,10,10,10,10,10,10,"f",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1
3692590,"Slotervaart",52.3545,4.83279,"Entire apartment","Entire home/apt",4,"1 bath",2,2,140,2,14,"2014-09-24","2017-08-12",94,10,10,9,10,8,10,"f",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
3693158,"De Pijp - Rivierenbuurt",52.35157,4.89052,"Entire apartment","Entire home/apt",2,"1 bath",1,2,102,5,19,"2016-01-03","2020-02-19",99,10,10,10,10,10,9,"f",0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0
3694245,"De Baarsjes - Oud-West",52.3637,4.86643,"Entire apartment","Entire home/apt",2,"1 bath",1,1,225,3,5,"2014-11-11","2019-05-13",100,10,10,10,10,10,9,"f",1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1
3696833,"Centrum-West",52.37055,4.87766,"Entire apartment","Entire home/apt",2,"1 bath",NA,1,150,3,39,"2014-08-12","2020-08-23",93,10,9,10,10,9,9,"f",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
3698780,"De Pijp - Rivierenbuurt",52.34228,4.89859,"Entire apartment","Entire home/apt",3,"1.5 baths",3,8,112,3,17,"2014-09-07","2019-07-30",94,9,9,10,10,10,9,"f",0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1
3699020,"Centrum-West",52.36769,4.89149,"Entire apartment","Entire home/apt",2,"1 bath",1,1,124,4,28,"2014-08-12","2016-10-23",93,9,8,10,10,10,9,"f",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
3702856,"De Baarsjes - Oud-West",52.36074,4.85787,"Entire apartment","Entire home/apt",4,"1 bath",2,2,131,2,20,"2014-09-22","2018-12-31",93,9,9,9,10,9,9,"t",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
3707965,"Centrum-Oost",52.36445,4.92057,"Entire apartment","Entire home/apt",2,"1 bath",NA,1,137,4,4,"2015-01-02","2015-05-16",100,10,10,10,10,10,10,"f",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
3708105,"De Baarsjes - Oud-West",52.37013,4.87403,"Entire apartment","Entire home/apt",4,"1.5 baths",2,4,120,5,61,"2014-09-02","2020-10-31",93,9,9,10,10,9,9,"f",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1
3708658,"De Baarsjes - Oud-West",52.37396,4.85911,"Entire apartment","Entire home/apt",2,"1 bath",1,1,120,2,3,"2018-09-03","2019-05-05",93,10,10,10,10,10,10,"f",0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1
3713753,"Zuid",52.35553,4.87371,"Entire apartment","Entire home/apt",3,"1 bath",2,2,130,2,2,"2016-09-04","2016-09-14",90,8,9,10,10,10,7,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
3714391,"De Pijp - Rivierenbuurt",52.3417,4.90231,"Entire apartment","Entire home/apt",4,"1 bath",1,3,90,2,7,"2014-08-20","2016-03-30",91,9,9,10,9,9,9,"f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
3715133,"Centrum-Oost",52.35814,4.8953,"Entire apartment","Entire home/apt",4,"1.5 baths",2,2,199,3,48,"2014-09-16","2017-10-14",97,10,10,10,10,10,9,"f",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1
3715639,"De Baarsjes - Oud-West",52.36577,4.8596,"Entire apartment","Entire home/apt",2,"1 bath",2,1,150,21,4,"2014-10-09","2014-10-28",100,10,10,10,10,10,9,"f",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
